idno,cntry,dweight,pspwght,pweight,anweight,left_right,gender_ineq,anti_lgbt,eurosceptic,anti_immigration,anti_egalitarian,benefits_harm_economy,benefits_harm_society,welfare_chauvinism,anti_interventionism,anti_benefits_lowinc,anti_benefits_parents,anti_edu_spending,anti_basic_income,anti_climate_tax,anti_climate_renew,anti_climate_ban,climate_skeptic,authoritarian,anti_libertarian
12506,FI,1.0,0.8646885,0.23850831,0.2062354,0.3,0.0,0.5833333333333334,0.3,0.4444444444444444,0.3333333333333333,0.75,0.625,0.6666666666666666,0.13333333333333333,0.5,0.75,0.5,0.5,0.25,0.5,0.75,0.25,0.52,0.44000000000000006
12508,FI,1.0,0.73230845,0.23850831,0.17466165,0.6,0.0,0.4166666666666667,0.5,0.6666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.0,0.75,0.75,0.5,0.5,0.25,0.25,0.5,0.5,0.4800000000000001,0.6
12509,FI,1.0,0.84944534,0.23850831,0.20259978,0.9,,0.3333333333333333,0.6,0.6666666666666666,0.5,0.5,0.125,1.0,0.20000000000000004,0.25,0.5,0.5,0.25,0.75,0.25,,0.5,0.64,0.36
12510,FI,1.0,1.0388789,0.23850831,0.24778126,0.5,0.25,0.5833333333333334,0.0,0.5555555555555555,0.4166666666666667,0.5,0.375,0.0,0.16666666666666666,0.75,0.75,0.75,0.5,0.25,0.75,0.25,0.5,0.5200000000000001,0.36
12511,FI,1.0,1.0374446,0.23850831,0.24743916,0.5,0.25,0.5833333333333334,0.5,0.6666666666666666,0.4166666666666667,0.5,0.625,0.0,0.3,0.75,0.75,0.75,0.25,0.5,0.25,0.75,0.5,0.4,0.27999999999999997
12512,FI,1.0,1.2839551,0.23850831,0.30623397,,0.0,0.3333333333333333,0.5,0.3333333333333333,0.5833333333333334,0.5,0.5,0.3333333333333333,0.3666666666666667,0.75,,0.5,0.5,0.25,0.25,0.25,0.25,0.8,0.32
12514,FI,1.0,0.84944534,0.23850831,0.20259978,0.7,0.0,0.3333333333333333,0.4,0.4444444444444444,0.4166666666666667,0.375,0.5,0.0,0.3,0.75,0.75,0.75,0.25,0.5,0.25,0.5,0.5,0.64,0.28
12515,FI,1.0,1.0374446,0.23850831,0.24743916,0.5,0.25,0.4166666666666667,0.7,0.5555555555555555,0.4166666666666667,0.5,0.5,0.3333333333333333,0.13333333333333333,0.75,0.75,0.5,0.5,0.5,0.5,0.25,0.5,0.6000000000000001,0.31999999999999995
12519,FI,1.0,0.8646885,0.23850831,0.2062354,0.4,0.25,0.5833333333333334,0.1,0.6666666666666666,0.5,0.5,0.625,0.0,0.06666666666666667,0.75,0.75,0.5,0.5,0.25,0.5,0.25,0.5,0.64,0.24000000000000005
12523,FI,1.0,0.84944534,0.23850831,0.20259978,0.8,0.25,0.3333333333333333,0.6,0.3333333333333333,0.6666666666666666,0.5,0.375,0.3333333333333333,0.19999999999999998,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.5,0.8,0.4800000000000001
12527,FI,1.0,1.251971,0.23850831,0.2986055,0.8,0.0,0.3333333333333333,0.6,0.3333333333333333,0.4166666666666667,0.5,0.75,0.3333333333333333,0.39999999999999997,0.5,0.5,0.5,0.5,0.25,0.5,0.75,0.5,0.31999999999999995,0.27999999999999997
12528,FI,1.0,1.0457325,0.23850831,0.24941589,0.4,0.0,0.5,0.1,0.6666666666666666,0.5833333333333334,0.5,0.25,0.0,0.39999999999999997,0.5,0.75,0.5,0.25,0.25,0.25,0.5,0.0,0.72,0.4800000000000001
12529,FI,1.0,1.2961533,0.23850831,0.30914333,0.7,0.25,0.4166666666666667,0.6,0.6666666666666666,0.4166666666666667,0.375,0.5,0.0,0.3,0.5,0.75,0.5,0.5,0.25,0.25,0.25,0.25,0.76,0.6799999999999999
12530,FI,1.0,1.0457325,0.23850831,0.24941589,0.6,0.25,0.5833333333333334,0.5,0.6666666666666666,0.3333333333333333,0.5,0.5,0.0,0.13333333333333333,0.75,0.75,0.5,0.5,0.25,0.25,0.25,0.5,0.56,0.32
12531,FI,1.0,0.7784013,0.23850831,0.18565519,0.6,0.25,0.4166666666666667,0.5,0.3333333333333333,0.4166666666666667,0.5,0.625,0.3333333333333333,0.2333333333333333,0.75,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.44000000000000006,0.48
12532,FI,1.0,1.1686655,0.23850831,0.27873644,0.6,0.0,0.5,0.5,0.2222222222222222,0.6666666666666666,0.5,0.75,0.0,0.0,0.75,0.75,0.5,0.5,0.25,0.0,0.5,0.5,0.4000000000000001,0.2
12534,FI,1.0,1.1686655,0.23850831,0.27873644,0.6,0.0,0.75,0.0,0.5555555555555555,0.5833333333333334,0.5,0.75,0.3333333333333333,0.13333333333333333,1.0,0.75,0.5,0.25,1.0,0.5,0.0,0.0,0.4,0.43999999999999995
12536,FI,1.0,0.920021,0.23850831,0.21943265,0.3,0.25,0.5833333333333334,0.5,0.3333333333333333,0.3333333333333333,0.75,0.75,0.0,0.26666666666666666,0.5,0.75,0.75,0.5,0.25,0.25,0.25,0.25,0.68,0.4000000000000001
12537,FI,1.0,0.9568875,0.23850831,0.22822562,0.6,0.5,0.5833333333333334,0.6,0.4444444444444444,0.3333333333333333,0.5,0.5,0.0,0.2333333333333333,0.75,0.75,0.5,0.25,0.5,0.25,0.25,0.5,0.52,0.32
12539,FI,1.0,1.1378468,0.23850831,0.27138594,0.5,0.25,0.5833333333333334,0.4,0.5555555555555555,0.25,0.375,0.5,0.3333333333333333,0.20000000000000004,0.5,0.75,0.75,0.25,0.5,0.5,0.25,0.5,0.68,0.4
12541,FI,1.0,0.920021,0.23850831,0.21943265,0.5,0.25,0.5,0.1,0.5555555555555555,0.4166666666666667,0.5,0.625,0.0,0.19999999999999998,0.75,0.75,0.5,0.25,0.25,0.25,0.5,0.25,0.76,0.36
12543,FI,1.0,1.166488,0.23850831,0.2782171,0.5,0.25,0.5833333333333334,0.5,0.6666666666666666,0.4166666666666667,0.5,0.75,0.0,0.2333333333333333,,0.5,,0.25,0.25,0.75,0.25,0.5,0.6,0.52
12544,FI,1.0,0.8167183,0.23850831,0.1947941,0.8,0.0,0.3333333333333333,0.0,0.0,0.75,0.25,0.0,0.3333333333333333,0.2333333333333333,0.5,0.75,0.5,0.25,0.25,0.25,0.75,0.25,0.28,0.16
12545,FI,1.0,0.8646885,0.23850831,0.2062354,0.5,0.75,0.3333333333333333,0.5,0.4444444444444444,0.5833333333333334,0.5,0.25,0.6666666666666666,0.20000000000000004,0.5,0.5,0.5,0.5,0.25,0.75,0.0,0.25,0.8800000000000001,0.27999999999999997
12546,FI,1.0,1.2789532,0.23850831,0.30504096,0.5,0.25,0.5,0.6,0.6666666666666666,0.6666666666666666,0.5,0.5,0.0,0.3666666666666667,0.75,0.75,0.75,0.5,0.75,0.25,0.5,0.5,0.56,0.44000000000000006
12548,FI,1.0,1.166488,0.23850831,0.2782171,0.8,0.0,0.5833333333333334,0.5,0.0,0.3333333333333333,0.5,0.625,,0.13333333333333333,0.75,0.5,0.5,0.25,0.25,0.0,0.25,0.25,0.8400000000000001,0.4
12550,FI,1.0,0.69109285,0.23850831,0.16483139,0.9,0.0,0.4166666666666667,0.3,0.6666666666666666,0.5833333333333334,0.375,0.625,0.0,0.4333333333333333,0.5,1.0,1.0,0.0,1.0,1.0,0.25,0.5,0.9199999999999999,0.2
12552,FI,1.0,1.2789532,0.23850831,0.30504096,0.4,0.25,0.5,0.5,0.3333333333333333,0.4166666666666667,0.5,0.625,0.3333333333333333,0.2333333333333333,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0.76,0.43999999999999995
12555,FI,1.0,1.2915204,0.23850831,0.30803835,0.3,0.0,0.3333333333333333,0.5,0.0,0.5,0.625,0.75,1.0,0.20000000000000004,0.75,,0.5,0.5,0.0,0.25,0.5,0.25,0.5200000000000001,0.12000000000000002
12557,FI,1.0,0.73230845,0.23850831,0.17466165,0.8,0.0,0.5,0.4,0.6666666666666666,0.5833333333333334,0.5,0.5,0.0,0.2333333333333333,0.75,0.75,0.75,0.5,0.5,0.75,0.25,0.5,0.52,0.16
12558,FI,1.0,1.2789532,0.23850831,0.30504096,0.7,0.0,0.4166666666666667,0.7,0.3333333333333333,0.6666666666666666,0.5,0.25,0.0,0.26666666666666666,0.5,0.75,0.5,0.5,0.5,0.25,0.25,0.25,0.48,0.4
12559,FI,1.0,1.0100864,0.23850831,0.240914,0.7,0.0,0.5,0.7,0.0,0.6666666666666666,0.5,0.5,0.6666666666666666,0.16666666666666666,0.75,0.5,0.5,0.5,0.5,0.75,0.25,0.5,0.68,0.28
12560,FI,1.0,0.7690037,0.23850831,0.18341377,0.7,0.0,0.4166666666666667,0.7,0.6666666666666666,0.5833333333333334,0.5,0.5,0.0,0.10000000000000002,0.75,1.0,0.5,0.25,0.25,0.25,0.25,0.75,0.6000000000000001,0.2
12562,FI,1.0,0.75186753,0.23850831,0.17932665,0.3,0.0,0.3333333333333333,0.5,0.3333333333333333,0.4166666666666667,0.625,0.5,0.0,0.26666666666666666,0.75,0.5,0.75,0.25,1.0,0.75,0.25,0.5,0.56,0.43999999999999995
12563,FI,1.0,0.75186753,0.23850831,0.17932665,0.5,0.25,0.5,0.8,0.4444444444444444,0.5,0.25,0.375,0.0,0.13333333333333333,0.5,0.75,0.5,0.5,0.25,0.25,0.5,0.5,0.6799999999999999,0.36
12564,FI,1.0,0.69109285,0.23850831,0.16483139,0.8,0.25,0.5,0.6,0.5555555555555555,0.75,0.5,0.125,0.3333333333333333,0.4666666666666666,0.5,0.75,0.5,0.5,0.25,0.25,0.5,0.75,0.8,0.48
12565,FI,1.0,1.0100864,0.23850831,0.240914,0.7,0.25,0.4166666666666667,0.5,0.6666666666666666,0.4166666666666667,0.5,0.0,0.3333333333333333,0.3666666666666667,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.27999999999999997,0.24000000000000005
12570,FI,1.0,1.166488,0.23850831,0.2782171,0.7,0.25,0.5,0.5,0.4444444444444444,0.5,0.5,0.75,0.0,0.2333333333333333,0.5,0.75,0.75,0.25,0.25,0.25,0.0,0.25,0.64,0.24
12573,FI,1.0,0.69109285,0.23850831,0.16483139,0.7,0.0,0.3333333333333333,0.7,0.3333333333333333,0.3333333333333333,0.5,0.75,1.0,0.20000000000000004,0.75,0.5,0.75,0.5,0.25,0.5,0.25,0.5,0.52,0.24
12574,FI,1.0,0.8167183,0.23850831,0.1947941,0.4,0.0,0.3333333333333333,0.5,0.5555555555555555,0.4166666666666667,0.5,0.75,0.6666666666666666,0.13333333333333333,0.75,0.5,0.5,0.5,0.0,0.0,0.25,0.25,0.76,0.4800000000000001
12582,FI,1.0,0.84944534,0.23850831,0.20259978,0.2,0.0,0.16666666666666666,0.4,0.3333333333333333,0.5,0.375,0.5,1.0,0.26666666666666666,1.0,0.5,0.75,0.5,0.25,0.0,0.25,0.0,0.76,0.56
12583,FI,1.0,1.0374446,0.23850831,0.24743916,0.8,0.5,0.6666666666666666,0.5,0.5555555555555555,0.5833333333333334,0.5,0.375,0.3333333333333333,0.3333333333333333,0.75,0.75,0.5,0.5,0.5,0.5,0.25,0.5,0.6000000000000001,0.32
12587,FI,1.0,0.69109285,0.23850831,0.16483139,0.8,0.5,0.5,0.8,0.5555555555555555,0.5833333333333334,0.5,0.25,0.0,0.43333333333333335,0.5,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.8799999999999999,0.2
12588,FI,1.0,1.2789532,0.23850831,0.30504096,0.5,0.25,0.0,0.4,0.3333333333333333,0.4166666666666667,0.625,0.375,1.0,0.4333333333333333,0.5,0.75,0.5,0.25,0.25,0.25,0.5,0.25,0.72,0.2
12590,FI,1.0,0.84944534,0.23850831,0.20259978,0.8,0.0,0.3333333333333333,0.6,0.4444444444444444,0.25,0.5,0.625,0.3333333333333333,0.20000000000000004,0.5,0.5,0.75,0.25,0.25,0.25,0.0,0.5,0.68,0.4000000000000001
12592,FI,1.0,1.0100864,0.23850831,0.240914,0.7,0.5,0.9166666666666666,0.1,0.6666666666666666,0.25,0.75,0.75,0.6666666666666666,0.13333333333333333,0.5,0.75,0.75,0.5,0.5,0.0,0.75,0.25,0.36,0.5199999999999999
12595,FI,1.0,0.84944534,0.23850831,0.20259978,0.9,0.5,0.5,0.8,0.5555555555555555,0.3333333333333333,0.375,0.25,0.3333333333333333,0.26666666666666666,0.5,0.75,0.5,0.25,0.5,0.25,0.0,0.5,0.9199999999999999,0.4
12597,FI,1.0,0.75186753,0.23850831,0.17932665,0.7,0.0,0.4166666666666667,0.3,0.5555555555555555,0.4166666666666667,0.625,0.875,0.0,0.43333333333333335,0.5,0.75,,0.25,1.0,0.0,0.0,0.25,0.32,0.24000000000000005
12599,FI,1.0,1.251971,0.23850831,0.2986055,0.7,0.0,0.4166666666666667,0.2,0.5555555555555555,0.4166666666666667,0.625,0.75,0.0,0.3,0.5,0.5,0.5,0.25,0.5,0.0,1.0,0.25,0.7200000000000001,0.12000000000000002
12600,FI,1.0,0.84944534,0.23850831,0.20259978,0.5,0.0,0.75,0.1,0.6666666666666666,0.16666666666666666,0.75,0.875,,0.16666666666666666,0.25,0.75,1.0,0.5,0.75,0.0,0.25,0.25,0.8,0.24
12601,FI,1.0,0.73230845,0.23850831,0.17466165,0.5,0.0,0.5,0.3,0.6666666666666666,0.75,0.625,0.625,0.0,0.20000000000000004,0.75,1.0,1.0,0.5,0.5,0.25,0.25,0.5,0.68,0.4
12602,FI,1.0,0.7690037,0.23850831,0.18341377,0.7,0.0,0.75,0.5,0.4444444444444444,0.25,0.5,0.75,0.0,0.19999999999999998,0.5,0.75,0.75,,0.5,0.5,0.25,0.75,0.6,0.44000000000000006
12603,FI,1.0,0.8020694,0.23850831,0.19130023,0.3,0.0,0.3333333333333333,0.8,0.1111111111111111,0.25,0.625,0.75,0.0,0.20000000000000004,1.0,0.5,0.5,0.75,0.75,0.0,0.5,0.0,0.44000000000000006,0.2
12607,FI,1.0,1.0100864,0.23850831,0.240914,0.7,0.0,0.4166666666666667,0.5,0.5555555555555555,0.3333333333333333,0.5,0.25,0.3333333333333333,0.19999999999999998,0.5,0.75,0.5,0.25,0.25,0.25,0.25,0.5,0.8400000000000001,0.24
12610,FI,1.0,1.2839551,0.23850831,0.30623397,,0.0,0.3333333333333333,0.4,0.0,0.4166666666666667,0.5,0.75,1.0,0.0,0.75,0.75,0.5,0.75,0.5,0.0,0.0,0.25,0.4800000000000001,0.0
12613,FI,1.0,0.8167183,0.23850831,0.1947941,0.0,0.0,0.3333333333333333,0.5,0.4444444444444444,0.4166666666666667,0.375,0.625,0.0,0.5666666666666668,1.0,0.5,0.75,0.75,0.25,0.25,0.5,0.25,0.4800000000000001,0.4000000000000001
12614,FI,1.0,0.8646885,0.23850831,0.2062354,0.8,0.75,0.5833333333333334,0.1,0.8888888888888888,0.3333333333333333,0.5,0.125,,0.20000000000000004,0.5,0.75,0.5,0.0,0.75,0.5,0.0,0.5,0.8,0.2
12616,FI,1.0,0.75186753,0.23850831,0.17932665,0.8,0.5,0.5,0.4,,0.5,0.5,0.5,0.0,0.7666666666666666,,0.75,0.5,0.25,0.5,0.25,0.25,0.5,0.8,0.27999999999999997
12618,FI,1.0,0.69109285,0.23850831,0.16483139,0.8,0.0,0.75,0.5,0.6666666666666666,0.3333333333333333,0.5,0.5,0.0,0.19999999999999998,0.5,0.75,0.75,0.25,0.75,0.25,0.0,0.5,0.8400000000000001,0.24
12621,FI,1.0,0.75186753,0.23850831,0.17932665,0.5,0.0,0.5833333333333334,0.2,0.5555555555555555,0.08333333333333333,0.875,0.875,0.0,0.16666666666666666,0.75,0.75,0.75,0.25,1.0,0.0,0.25,0.5,0.72,0.2
12622,FI,1.0,0.75186753,0.23850831,0.17932665,0.7,0.25,0.4166666666666667,0.3,0.6666666666666666,0.4166666666666667,0.5,0.5,0.3333333333333333,0.16666666666666666,0.5,0.75,,0.5,0.5,0.25,0.25,0.5,0.48,0.2
12623,FI,1.0,1.0374446,0.23850831,0.24743916,0.7,0.0,0.4166666666666667,0.6,0.3333333333333333,0.6666666666666666,0.625,0.25,0.6666666666666666,0.13333333333333333,0.5,0.75,0.5,0.5,0.5,0.25,0.25,0.25,0.48,0.39999999999999997
12627,FI,1.0,0.8167183,0.23850831,0.1947941,0.6,0.25,0.75,0.4,0.8888888888888888,0.75,0.5,0.25,0.3333333333333333,0.3,0.5,0.75,0.5,0.25,0.5,0.5,0.75,0.25,0.6399999999999999,
12631,FI,1.0,0.69109285,0.23850831,0.16483139,0.5,0.25,0.5833333333333334,0.3,0.5555555555555555,0.5833333333333334,0.5,0.375,0.0,0.20000000000000004,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.6000000000000001,0.36
12632,FI,1.0,0.7690037,0.23850831,0.18341377,0.5,0.25,0.4166666666666667,0.3,0.3333333333333333,0.3333333333333333,0.375,0.75,0.6666666666666666,0.2333333333333333,0.5,0.5,0.75,0.5,0.25,0.0,0.25,0.25,0.64,0.31999999999999995
12637,FI,1.0,0.75186753,0.23850831,0.17932665,0.8,0.25,0.5,0.4,0.3333333333333333,0.4166666666666667,0.5,0.5,0.0,0.3333333333333333,0.75,0.75,0.75,0.5,0.5,0.75,,0.25,0.6,0.44000000000000006
12638,FI,1.0,0.8646885,0.23850831,0.2062354,0.8,0.0,0.4166666666666667,0.8,0.3333333333333333,0.6666666666666666,0.5,0.75,0.6666666666666666,0.3666666666666667,0.75,0.5,0.5,0.5,0.25,0.0,0.25,0.25,0.8400000000000001,0.4
12639,FI,1.0,1.0374446,0.23850831,0.24743916,0.6,0.0,0.3333333333333333,0.8,0.3333333333333333,0.5833333333333334,0.5,0.625,0.3333333333333333,0.16666666666666666,0.75,0.75,0.5,0.25,0.25,0.0,0.25,0.25,0.5200000000000001,0.36000000000000004
12640,FI,1.0,0.73230845,0.23850831,0.17466165,0.6,0.0,0.5833333333333334,0.8,0.4444444444444444,0.3333333333333333,0.5,0.875,0.3333333333333333,0.19999999999999998,0.75,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.52,0.36
12641,FI,1.0,0.7690037,0.23850831,0.18341377,0.2,0.25,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5,0.75,0.0,0.19999999999999998,0.75,0.5,0.5,0.5,0.25,0.25,0.5,0.25,0.36,0.4400000000000001
12642,FI,1.0,1.0374446,0.23850831,0.24743916,0.6,0.25,0.4166666666666667,0.5,0.3333333333333333,0.5833333333333334,0.375,0.25,0.3333333333333333,0.30000000000000004,0.5,0.75,0.5,0.25,0.75,0.25,0.25,0.25,0.6,0.4800000000000001
12643,FI,1.0,0.7690037,0.23850831,0.18341377,0.4,0.0,0.3333333333333333,0.9,0.0,0.5,0.5,0.25,0.3333333333333333,0.4666666666666666,0.5,0.75,0.5,0.25,0.25,0.5,0.25,0.25,0.76,0.4000000000000001
12644,FI,1.0,1.0100864,0.23850831,0.240914,0.7,0.75,,0.2,0.7777777777777777,0.5,,0.75,0.3333333333333333,0.4000000000000001,0.5,0.75,0.75,0.5,0.75,0.25,0.75,0.5,0.56,0.32
12646,FI,1.0,0.8020694,0.23850831,0.19130023,0.9,0.0,0.5833333333333334,0.3,0.5555555555555555,0.6666666666666666,0.5,0.25,0.0,0.6,0.75,1.0,1.0,0.75,1.0,0.75,1.0,0.75,0.8,0.5200000000000001
12650,FI,1.0,0.84944534,0.23850831,0.20259978,0.5,0.0,0.5,0.5,0.4444444444444444,0.25,0.375,0.375,,0.2333333333333333,1.0,0.75,0.5,0.25,0.75,0.5,0.5,0.5,0.8400000000000001,0.28
12653,FI,1.0,0.8020694,0.23850831,0.19130023,0.8,0.0,0.5833333333333334,0.5,0.6666666666666666,0.5833333333333334,0.5,0.125,0.3333333333333333,0.16666666666666666,0.5,0.75,0.5,0.75,0.25,0.0,0.25,0.25,0.64,0.08
12654,FI,1.0,0.84944534,0.23850831,0.20259978,0.1,0.0,0.3333333333333333,0.3,0.5555555555555555,0.25,0.5,0.625,0.0,0.3333333333333333,0.75,0.75,0.75,0.5,0.25,0.25,0.5,0.5,0.8,0.76
12655,FI,1.0,1.2915204,0.23850831,0.30803835,0.5,0.0,0.3333333333333333,0.8,0.0,0.5,0.5,0.75,0.6666666666666666,0.10000000000000002,0.75,0.5,0.5,0.25,0.75,0.0,0.5,0.25,0.7200000000000001,0.08
12656,FI,1.0,0.73230845,0.23850831,0.17466165,0.5,0.0,0.3333333333333333,0.5,0.2222222222222222,0.4166666666666667,0.375,0.625,0.0,0.2333333333333333,0.5,0.75,0.75,0.25,0.25,0.0,0.25,0.25,0.44000000000000006,0.24
12658,FI,1.0,0.8167183,0.23850831,0.1947941,0.7,0.0,0.3333333333333333,0.5,0.3333333333333333,0.5833333333333334,0.5,0.625,0.6666666666666666,0.06666666666666667,0.75,0.75,0.5,0.25,0.25,0.0,0.0,0.25,0.9199999999999999,0.28
12660,FI,1.0,1.2915204,0.23850831,0.30803835,0.5,0.0,0.4166666666666667,0.4,0.3333333333333333,0.5833333333333334,0.625,0.625,0.0,0.10000000000000002,1.0,0.5,0.5,0.25,0.0,0.0,0.25,0.25,0.8,0.12000000000000002
12661,FI,1.0,1.0100864,0.23850831,0.240914,0.8,0.0,0.75,0.5,0.4444444444444444,0.5,0.625,0.25,0.0,0.2333333333333333,0.5,0.75,0.5,0.0,0.75,0.25,0.75,0.5,0.76,0.27999999999999997
12662,FI,1.0,0.7690037,0.23850831,0.18341377,0.4,0.25,0.75,0.0,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,0.13333333333333333,0.5,0.75,0.75,0.5,0.75,0.25,0.25,0.5,0.64,0.44000000000000006
12665,FI,1.0,1.0374446,0.23850831,0.24743916,0.5,0.0,0.3333333333333333,0.0,0.6666666666666666,0.4166666666666667,0.5,0.5,0.0,0.06666666666666667,0.75,0.75,0.75,0.75,0.25,0.0,1.0,0.25,0.27999999999999997,0.12000000000000002
12666,FI,1.0,0.73230845,0.23850831,0.17466165,0.8,0.0,0.5,0.4,0.6666666666666666,0.5,0.5,0.125,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.25,0.25,0.25,0.0,0.25,0.8,0.44000000000000006
12668,FI,1.0,0.8167183,0.23850831,0.1947941,0.5,0.0,0.3333333333333333,0.7,0.1111111111111111,0.5833333333333334,0.5,0.375,0.3333333333333333,0.20000000000000004,0.5,0.75,0.75,0.25,0.0,0.0,0.5,0.25,0.52,0.16
12671,FI,1.0,1.2789532,0.23850831,0.30504096,0.7,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4166666666666667,0.5,0.125,0.6666666666666666,0.2333333333333333,0.5,0.75,0.25,0.0,0.25,0.0,0.25,0.25,0.72,0.27999999999999997
12672,FI,1.0,0.84944534,0.23850831,0.20259978,0.5,0.25,0.6666666666666666,0.3,0.6666666666666666,0.3333333333333333,0.5,0.625,0.6666666666666666,0.26666666666666666,0.75,0.75,0.75,0.25,0.5,0.25,0.5,0.5,0.8,0.5599999999999999
12673,FI,1.0,0.84944534,0.23850831,0.20259978,0.5,0.0,0.3333333333333333,0.7,0.8888888888888888,0.4166666666666667,0.5,0.75,0.3333333333333333,0.03333333333333333,0.5,0.75,0.5,0.5,0.75,0.0,0.0,0.5,0.6,0.4
12674,FI,1.0,0.8646885,0.23850831,0.2062354,0.6,0.0,0.6666666666666666,0.6,0.6666666666666666,0.4166666666666667,0.625,0.75,0.0,0.10000000000000002,0.75,0.75,0.75,0.25,0.75,0.25,0.0,0.5,0.8,0.4
12676,FI,1.0,1.166488,0.23850831,0.2782171,0.6,0.0,0.8333333333333334,0.3,0.7777777777777777,0.5,0.5,0.625,0.0,0.2333333333333333,0.5,0.5,,0.5,0.25,0.25,0.5,0.5,0.8800000000000001,
12677,FI,1.0,1.1168282,0.23850831,0.2663728,0.7,0.25,0.8333333333333334,0.4,0.4444444444444444,0.3333333333333333,0.625,0.75,0.3333333333333333,0.03333333333333333,0.5,0.5,0.75,0.5,0.25,0.25,0.25,0.5,0.8400000000000001,0.5599999999999999
12678,FI,1.0,0.7784013,0.23850831,0.18565519,0.8,0.0,0.3333333333333333,0.6,0.4444444444444444,0.5,0.5,0.25,0.3333333333333333,0.3666666666666667,0.5,0.5,0.5,0.5,0.0,0.25,0.25,0.5,0.96,0.2
12679,FI,1.0,1.0100864,0.23850831,0.240914,0.7,0.0,0.5833333333333334,0.3,0.6666666666666666,0.4166666666666667,0.5,0.5,0.3333333333333333,0.16666666666666666,0.75,0.5,0.5,0.25,0.5,0.75,0.25,0.5,0.76,0.4
12680,FI,1.0,1.251971,0.23850831,0.2986055,0.7,0.0,0.3333333333333333,0.5,0.7777777777777777,0.4166666666666667,0.75,0.5,1.0,0.10000000000000002,1.0,0.5,0.75,,0.5,0.25,0.25,0.5,0.8799999999999999,0.2
12682,FI,1.0,1.166488,0.23850831,0.2782171,0.7,0.25,0.5833333333333334,0.4,0.6666666666666666,0.25,0.625,0.5,0.6666666666666666,0.06666666666666667,0.75,0.75,0.5,0.25,0.5,0.25,0.5,0.25,0.64,0.36
12686,FI,1.0,0.8794223,0.23850831,0.20974953,0.6,0.0,0.5,0.6,0.2222222222222222,0.4166666666666667,0.5,0.125,0.3333333333333333,0.4333333333333333,0.5,0.75,0.5,0.5,0.0,0.25,0.25,0.25,0.6399999999999999,0.16
12687,FI,1.0,0.69109285,0.23850831,0.16483139,0.6,0.0,0.4166666666666667,0.4,0.0,0.3333333333333333,0.75,0.5,1.0,0.13333333333333333,0.5,0.5,0.5,0.25,0.25,0.0,0.25,0.0,0.64,0.16
12688,FI,1.0,0.89520353,0.23850831,0.21351348,0.5,0.25,0.3333333333333333,0.5,,0.3333333333333333,0.625,0.375,0.3333333333333333,0.4000000000000001,0.5,0.75,0.75,0.5,0.25,0.25,0.25,0.25,0.76,0.27999999999999997
12690,FI,1.0,0.8794223,0.23850831,0.20974953,,0.25,0.6666666666666666,0.3,0.3333333333333333,0.3333333333333333,0.625,0.375,0.3333333333333333,0.3666666666666667,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.76,0.28
12693,FI,1.0,0.7581516,0.23850831,0.18082546,0.4,0.0,0.3333333333333333,0.5,0.0,0.5833333333333334,0.375,0.375,1.0,0.06666666666666667,0.75,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.6,0.2
12694,FI,1.0,0.89520353,0.23850831,0.21351348,0.9,0.75,0.5,0.8,0.6666666666666666,0.3333333333333333,0.5,0.625,0.6666666666666666,0.13333333333333333,0.75,0.75,0.75,0.5,0.5,0.75,0.25,0.5,0.6,0.4
12695,FI,1.0,1.0457325,0.23850831,0.24941589,0.4,0.0,0.3333333333333333,0.7,0.6666666666666666,0.4166666666666667,0.5,0.75,0.0,0.06666666666666667,0.75,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.28,0.44000000000000006
12696,FI,1.0,0.84554076,0.23850831,0.2016685,0.5,0.0,0.8333333333333334,0.5,0.6666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.06666666666666667,0.5,0.5,0.5,0.5,0.25,0.75,0.75,0.25,0.8,0.5599999999999999
12698,FI,1.0,1.0740563,0.23850831,0.25617135,0.3,0.25,0.5833333333333334,0.4,0.4444444444444444,0.3333333333333333,0.5,0.75,0.3333333333333333,0.43333333333333335,0.5,0.5,0.75,0.5,0.25,0.0,0.25,0.5,0.5599999999999999,0.24
12705,FI,1.0,0.9035193,0.23850831,0.21549685,0.7,0.0,0.4166666666666667,0.6,0.3333333333333333,0.5,0.5,0.5,0.0,0.26666666666666666,0.5,0.75,0.5,0.75,0.25,0.25,0.5,0.5,0.52,0.24
