ess_row_id,idno,cntry,country_name,ess_unique_id,agea,gndr,eisced,education_3cat,hinctnta,rlgblg,urbanization,blgetmg,vote_simple,left_right_identification,gender_inequality,anti_lgbt,euroscepticism,anti_immigration,anti_egalitarianism,benefits_harm_economy,benefits_harm_society,welfare_chauvinism,anti_economic_interventionism,anti_social_benefits_low_income,anti_social_benefits_parents,educational_spending,anti_basic_income,anti_climate_change_taxes,anti_climate_change_renewables,anti_climate_ban_appliances,climate_skepticism,authoritarianism,anti_libertarianism,n_belief_missing,n_belief_available
16788,846,FR,France,FR_846,63.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,0.1,0.0,0.3333333333333333,0.0,0.3333333333333333,0.25,0.0,0.25,0.5,0.20000000000000004,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.25,0.0,0.0,0.25,0.52,0.27999999999999997,0,20
16789,848,FR,France,FR_848,66.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,0.8,0.0,0.4166666666666667,0.7,0.6666666666666666,0.4166666666666667,0.625,0.25,0.5,0.36666666666666664,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,0.25,0.25,0.5,0.64,0.4,0,20
16790,853,FR,France,FR_853,66.0,1.0,3.0,2.0,,1.0,2.0,2.0,1.0,0.5,0.25,0.25,0.8,0.3333333333333333,0.75,0.75,0.5,0.5,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,,0.0,0.5,0.5,0.25,0.5599999999999999,0.52,1,19
16791,855,FR,France,FR_855,72.0,1.0,4.0,2.0,4.0,1.0,3.0,2.0,1.0,0.8,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.375,0.375,1.0,0.5,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,0.25,0.25,,0.6,0.56,1,19
16792,856,FR,France,FR_856,51.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,0.9,0.3333333333333333,0.3333333333333333,0.5,0.625,0.5,0.7666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.75,0.5,,,0.43999999999999995,2,18
16793,857,FR,France,FR_857,31.0,1.0,4.0,2.0,5.0,1.0,3.0,2.0,2.0,0.5,0.0,0.0,0.3,0.4444444444444444,0.3333333333333333,0.875,0.375,0.75,0.3666666666666667,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.25,0.25,0.0,0.27999999999999997,0.04,0,20
16794,859,FR,France,FR_859,58.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,0.4,0.0,0.3333333333333333,0.6,0.3333333333333333,0.4166666666666667,0.625,0.0,0.5,0.16666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.25,1.0,0.5,0.24000000000000005,0.4,0,20
16795,860,FR,France,FR_860,44.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,0.5,0.0,0.25,0.3,0.3333333333333333,0.25,0.75,0.625,0.5,0.39999999999999997,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.25,0.25,0.5,0.52,0.4,0,20
16796,863,FR,France,FR_863,68.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.3,0.0,0.4166666666666667,,0.6666666666666666,0.4166666666666667,1.0,0.25,0.25,0.3666666666666667,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.25,0.25,0.25,0.5,0.28,0.64,1,19
16797,864,FR,France,FR_864,65.0,1.0,3.0,2.0,6.0,1.0,2.0,2.0,2.0,0.6,0.0,0.3333333333333333,0.3,0.3333333333333333,0.3333333333333333,0.25,0.25,0.75,0.4666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.75,0.25,0.25,0.25,0.52,0.36,0,20
16798,865,FR,France,FR_865,79.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,0.2,0.75,0.3333333333333333,0.7,0.3333333333333333,0.3333333333333333,1.0,0.125,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.75,0.5,0.5,0.2,0.64,0,20
16799,867,FR,France,FR_867,41.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0.9,0.0,0.16666666666666666,0.7,0.6666666666666666,0.5833333333333334,0.625,0.5,0.5,0.7666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.25,0.75,0.5,0.27999999999999997,0.64,0,20
16800,868,FR,France,FR_868,36.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.75,0.16666666666666666,0.5,0.1111111111111111,0.5833333333333334,0.5,0.25,0.25,0.3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.25,0.25,0.5,0.6,0.36,0,20
16802,875,FR,France,FR_875,62.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,0.25,0.7,0.3333333333333333,0.5,,0.375,0.75,0.3,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,0.25,0.5,0.6399999999999999,0.36,1,19
16804,880,FR,France,FR_880,67.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,0.5,0.75,0.08333333333333333,0.7,0.4444444444444444,0.4166666666666667,0.625,0.25,0.5,0.3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.25,0.25,0.75,0.8,0.31999999999999995,0,20
16805,881,FR,France,FR_881,66.0,2.0,4.0,2.0,9.0,1.0,2.0,2.0,1.0,0.6,0.25,0.5,0.3,0.3333333333333333,0.75,0.75,0.375,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.25,0.0,0.5,0.72,0.43999999999999995,0,20
16806,882,FR,France,FR_882,45.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,0.5,0.6666666666666666,0.5,0.625,0.25,0.75,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.75,0.5,0.25,0.5,0.44000000000000006,0.32,1,19
16807,883,FR,France,FR_883,46.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,0.5,0.0,0.16666666666666666,0.6,0.3333333333333333,0.75,0.5,0.5,0.75,0.4666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.5,0.25,0.5,0.4,0.48,0,20
16808,886,FR,France,FR_886,65.0,2.0,4.0,2.0,7.0,1.0,2.0,2.0,1.0,0.3,0.0,0.08333333333333333,0.6,0.0,0.25,0.25,0.375,0.0,0.2333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.25,0.5599999999999999,0.32,0,20
16809,887,FR,France,FR_887,39.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,0.7,0.0,0.08333333333333333,0.7,0.6666666666666666,0.4166666666666667,1.0,0.625,0.75,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.25,0.0,0.0,0.0,0.8400000000000001,0.16,0,20
16810,888,FR,France,FR_888,27.0,1.0,3.0,2.0,6.0,2.0,2.0,2.0,2.0,0.7,0.5,0.08333333333333333,0.8,0.4444444444444444,0.4166666666666667,0.5,0.5,0.5,0.43333333333333335,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,0.5,0.5,0.25,0.4,0.6,0,20
16811,890,FR,France,FR_890,34.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,0.5,0.25,0.08333333333333333,0.5,0.3333333333333333,0.3333333333333333,,0.375,0.25,0.2333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.0,0.25,0.25,0.72,0.36,1,19
16812,891,FR,France,FR_891,22.0,2.0,3.0,2.0,8.0,1.0,2.0,2.0,1.0,0.7,0.0,0.4166666666666667,0.8,0.6666666666666666,0.6666666666666666,0.625,0.625,1.0,0.3666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.25,0.75,1.0,0.5200000000000001,0.8,0,20
16813,892,FR,France,FR_892,77.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,0.5,0.25,0.5,0.6,0.6666666666666666,0.3333333333333333,0.625,0.25,0.5,0.43333333333333335,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.75,0.25,0.5,0.75,0.56,0.7200000000000001,0,20
16814,897,FR,France,FR_897,55.0,1.0,6.0,3.0,8.0,1.0,3.0,2.0,2.0,0.8,0.0,0.3333333333333333,0.7,0.6666666666666666,0.5833333333333334,0.75,1.0,0.5,,1.0,1.0,1.0,1.0,0.75,0.5,0.75,0.5,0.8,0.4000000000000001,1,19
16815,903,FR,France,FR_903,46.0,1.0,3.0,2.0,5.0,2.0,3.0,2.0,1.0,0.3,0.25,0.3333333333333333,0.6,0.3333333333333333,0.5,0.875,0.625,0.5,0.3666666666666667,,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.25,0.25,0.25,0.68,0.5599999999999999,1,19
16816,906,FR,France,FR_906,45.0,1.0,3.0,2.0,7.0,2.0,3.0,2.0,1.0,0.4,0.25,0.25,0.5,0.4444444444444444,0.5,0.625,0.5,0.5,0.5333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,0.5,0.75,0.25,0.5,0.5599999999999999,0.48,0,20
16818,908,FR,France,FR_908,69.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,0.4,0.25,0.0,0.5,0.7777777777777777,0.25,0.75,0.25,0.5,0.26666666666666666,0.3333333333333333,,0.6666666666666666,0.3333333333333333,0.75,0.0,0.25,0.5,0.8,0.72,1,19
16820,910,FR,France,FR_910,77.0,1.0,4.0,2.0,7.0,1.0,3.0,2.0,1.0,0.1,0.0,0.0,0.1,0.3333333333333333,0.25,0.5,0.125,0.5,0.3,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.75,0.0,0.25,0.5,0.76,0.44000000000000006,0,20
16821,919,FR,France,FR_919,67.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,0.5,0.5,0.16666666666666666,0.5,0.6666666666666666,0.16666666666666666,0.25,0.25,0.25,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,0.75,0.75,0.0,0.25,0.8,0.4,0,20
16822,923,FR,France,FR_923,80.0,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,,0.0,0.6666666666666666,1.0,0.8888888888888888,0.5,0.375,0.5,1.0,0.3,1.0,1.0,0.0,1.0,1.0,0.75,0.5,0.5,0.56,0.8,1,19
16823,924,FR,France,FR_924,78.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.7,0.5,0.4166666666666667,0.5,0.6666666666666666,0.25,0.25,0.75,0.75,0.3,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.5,0.75,0.0,0.25,0.72,0.6,0,20
16824,926,FR,France,FR_926,66.0,1.0,3.0,2.0,7.0,2.0,2.0,1.0,1.0,0.5,0.0,0.3333333333333333,0.5,1.0,0.25,0.75,0.5,1.0,0.4666666666666666,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.25,0.4800000000000001,0.32,0,20
16825,929,FR,France,FR_929,78.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,0.3,0.5,0.6666666666666666,0.7,0.6666666666666666,0.5833333333333334,0.375,0.25,0.5,0.30000000000000004,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.5,0.0,0.5,0.76,0.6,0,20
16827,940,FR,France,FR_940,57.0,1.0,3.0,2.0,7.0,2.0,2.0,2.0,1.0,0.4,0.25,0.3333333333333333,0.6,0.3333333333333333,0.25,0.375,0.375,0.75,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.25,0.0,0.25,0.25,0.2,0.48,0,20
16828,941,FR,France,FR_941,53.0,1.0,7.0,3.0,7.0,2.0,2.0,2.0,1.0,0.5,0.0,0.16666666666666666,0.2,0.2222222222222222,0.08333333333333333,0.75,0.25,0.5,0.5333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.25,0.25,0.0,0.0,0.16,0.48,0,20
16829,943,FR,France,FR_943,51.0,1.0,3.0,2.0,5.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.3,0.3333333333333333,0.16666666666666666,0.375,0.25,0.0,0.3666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.75,0.0,0.0,0.25,0.36,0.4,0,20
16830,945,FR,France,FR_945,69.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,0.2,1.0,0.5,0.6,0.5555555555555555,0.3333333333333333,0.25,0.0,1.0,0.20000000000000004,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.25,0.0,0.5,0.6,0.52,0,20
16831,946,FR,France,FR_946,45.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,0.7,0.0,0.0,0.5,0.3333333333333333,0.25,0.625,1.0,0.75,0.2333333333333333,1.0,1.0,0.6666666666666666,1.0,0.75,0.25,0.0,0.5,0.32,0.5199999999999999,0,20
16832,948,FR,France,FR_948,74.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.2,0.0,0.4166666666666667,0.2,0.3333333333333333,0.5833333333333334,0.875,0.25,0.75,0.5333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.25,0.76,0.6000000000000001,0,20
16833,950,FR,France,FR_950,55.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,0.5,0.0,0.5,0.4,0.7777777777777777,,0.75,0.25,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.25,0.25,0.5,0.44000000000000006,0.52,1,19
16834,951,FR,France,FR_951,28.0,2.0,4.0,2.0,7.0,1.0,2.0,2.0,2.0,0.5,0.0,0.4166666666666667,1.0,0.4444444444444444,0.6666666666666666,0.75,0.25,0.75,0.39999999999999997,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.25,0.75,0.5,0.27999999999999997,0.6,0,20
16835,952,FR,France,FR_952,81.0,2.0,4.0,2.0,5.0,1.0,4.0,2.0,1.0,0.4,0.25,0.3333333333333333,0.1,0.7777777777777777,0.3333333333333333,0.625,0.25,0.25,0.10000000000000002,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.25,0.25,0.25,1.0,0.7200000000000001,0.31999999999999995,0,20
16836,957,FR,France,FR_957,59.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,1.0,0.4,0.0,0.08333333333333333,0.0,0.3333333333333333,0.08333333333333333,0.75,0.25,0.5,0.3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.0,0.25,0.5,0.52,0.2,0,20
16837,959,FR,France,FR_959,54.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,0.5,0.25,0.25,0.5,0.6666666666666666,0.08333333333333333,0.75,0.25,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.75,0.25,0.25,0.5,0.52,0.7200000000000001,0,20
16838,960,FR,France,FR_960,55.0,2.0,3.0,2.0,6.0,1.0,2.0,2.0,2.0,0.5,0.0,0.16666666666666666,0.5,0.5555555555555555,,1.0,0.625,0.5,,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.5,0.5,0.72,0.4,2,18
16839,961,FR,France,FR_961,38.0,2.0,5.0,2.0,8.0,2.0,4.0,2.0,2.0,0.6,0.0,0.0,0.3,0.3333333333333333,0.5,0.75,0.5,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.75,0.0,0.25,0.25,0.32,0.24,0,20
16840,963,FR,France,FR_963,30.0,1.0,4.0,2.0,8.0,1.0,4.0,2.0,1.0,0.2,0.0,0.0,0.8,0.3333333333333333,0.0,0.25,0.5,0.5,0.26666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.75,0.0,0.25,0.5,0.43999999999999995,0.52,0,20
16841,964,FR,France,FR_964,47.0,1.0,5.0,2.0,2.0,2.0,4.0,2.0,2.0,0.5,0.0,0.3333333333333333,0.2,0.4444444444444444,0.5833333333333334,0.75,0.5,0.75,0.26666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.25,0.5,0.5,0.64,0.48,0,20
16842,967,FR,France,FR_967,35.0,1.0,7.0,3.0,8.0,1.0,3.0,2.0,2.0,0.5,0.25,0.08333333333333333,0.2,0.0,0.08333333333333333,0.125,0.0,0.0,0.19999999999999998,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.75,0.25,0.25,0.25,0.6,0.36,0,20
16843,972,FR,France,FR_972,48.0,1.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,0.7,0.0,0.0,0.8,0.5555555555555555,0.6666666666666666,0.875,0.75,0.5,0.36666666666666664,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.25,0.5,0.25,0.32,0.48,0,20
16844,973,FR,France,FR_973,87.0,1.0,2.0,1.0,5.0,1.0,4.0,2.0,1.0,0.6,0.0,0.16666666666666666,0.2,0.3333333333333333,0.16666666666666666,0.375,0.125,0.25,0.2333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.0,0.25,0.25,0.8400000000000001,0.39999999999999997,0,20
16846,975,FR,France,FR_975,70.0,1.0,2.0,1.0,7.0,1.0,4.0,1.0,1.0,0.6,0.0,0.3333333333333333,0.5,0.5555555555555555,0.5,0.75,0.5,0.75,0.2333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.75,0.25,0.0,0.25,0.8400000000000001,0.44000000000000006,0,20
16847,976,FR,France,FR_976,85.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,0.3,0.75,0.4166666666666667,0.7,0.7777777777777777,0.4166666666666667,0.625,0.25,1.0,0.5,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.5,0.68,0.28,0,20
16848,977,FR,France,FR_977,46.0,2.0,7.0,3.0,9.0,1.0,4.0,2.0,1.0,0.5,0.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.75,0.375,0.75,0.5,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.25,,0.39999999999999997,1,19
16849,978,FR,France,FR_978,26.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,0.3,0.0,0.0,0.7,0.0,0.08333333333333333,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.75,0.25,0.25,0.25,0.36,0.2,0,20
16850,985,FR,France,FR_985,71.0,1.0,4.0,2.0,7.0,1.0,3.0,2.0,1.0,0.7,0.0,0.08333333333333333,0.8,0.5555555555555555,0.5,0.25,0.375,0.25,0.4000000000000001,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.75,0.25,0.5,0.5599999999999999,0.56,0,20
16851,986,FR,France,FR_986,90.0,2.0,1.0,1.0,,2.0,3.0,2.0,1.0,0.5,0.0,0.4166666666666667,0.8,0.7777777777777777,0.25,0.875,0.125,0.75,0.4000000000000001,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.75,0.0,0.5,0.8400000000000001,0.52,0,20
16852,987,FR,France,FR_987,29.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,0.5,0.0,0.6666666666666666,0.5,0.7777777777777777,0.4166666666666667,0.625,0.375,1.0,0.3,0.6666666666666666,0.3333333333333333,1.0,,0.75,0.25,0.0,0.25,0.6000000000000001,0.4,1,19
16853,988,FR,France,FR_988,91.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,0.6,0.25,0.4166666666666667,0.6,0.4444444444444444,0.3333333333333333,0.75,0.625,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.25,0.25,0.25,0.25,0.8400000000000001,0.36,0,20
16854,989,FR,France,FR_989,69.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,0.8,0.0,0.16666666666666666,0.4,0.4444444444444444,1.0,0.875,0.625,0.5,0.2333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.25,0.0,0.5,0.56,0.27999999999999997,0,20
16855,990,FR,France,FR_990,51.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,,0.0,0.0,0.8,0.3333333333333333,0.08333333333333333,0.375,0.75,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.25,0.36,0.44000000000000006,1,19
16856,993,FR,France,FR_993,69.0,2.0,4.0,2.0,6.0,1.0,2.0,2.0,1.0,0.7,0.0,0.16666666666666666,0.2,0.4444444444444444,0.5833333333333334,0.625,0.75,0.75,0.30000000000000004,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.25,0.25,0.5,0.6,0.2,0,20
16857,995,FR,France,FR_995,92.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.3,0.0,0.0,0.5,0.4444444444444444,0.25,0.625,0.25,0.75,0.3666666666666667,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.75,0.25,0.0,0.25,0.76,0.31999999999999995,0,20
16858,996,FR,France,FR_996,65.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.4,0.0,0.08333333333333333,0.5,0.3333333333333333,0.4166666666666667,0.75,0.375,0.5,0.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.75,0.25,0.25,0.5,0.8800000000000001,0.44000000000000006,0,20
16859,997,FR,France,FR_997,48.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,0.8,0.0,0.16666666666666666,1.0,0.3333333333333333,0.5833333333333334,0.75,0.75,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.0,0.25,0.25,0.8400000000000001,0.44000000000000006,0,20
16860,999,FR,France,FR_999,38.0,1.0,4.0,2.0,7.0,2.0,2.0,2.0,2.0,1.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.0,0.75,0.5666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.5,0.25,0.0,0.5,0.8800000000000001,0.24,0,20
16861,1002,FR,France,FR_1002,72.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,0.8,1.0,0.16666666666666666,0.5,0.8888888888888888,0.5,0.5,0.5,1.0,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.75,0.25,0.25,0.6,0.56,0,20
16862,1003,FR,France,FR_1003,40.0,1.0,4.0,2.0,7.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.625,0.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5,0.75,0.25,0.24,0.16,0,20
16863,1004,FR,France,FR_1004,60.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,0.5,0.0,0.25,0.0,0.4444444444444444,0.3333333333333333,0.625,0.375,0.75,0.16666666666666666,0.0,0.3333333333333333,1.0,0.3333333333333333,0.5,0.0,0.0,0.5,0.8400000000000001,0.27999999999999997,0,20
16864,1006,FR,France,FR_1006,27.0,2.0,4.0,2.0,9.0,1.0,2.0,2.0,2.0,0.6,0.0,0.0,0.5,0.6666666666666666,0.25,0.625,0.375,0.75,0.3,1.0,0.0,0.3333333333333333,0.6666666666666666,0.5,0.0,0.0,0.25,0.6799999999999999,0.5599999999999999,0,20
16865,1007,FR,France,FR_1007,36.0,1.0,5.0,2.0,8.0,2.0,2.0,2.0,2.0,0.1,0.0,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.75,0.375,0.5,0.16666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333,0.75,0.0,0.0,0.0,0.6799999999999999,0.39999999999999997,0,20
16866,1009,FR,France,FR_1009,28.0,2.0,6.0,3.0,4.0,2.0,2.0,2.0,2.0,0.6,0.0,0.0,0.3,0.3333333333333333,0.5833333333333334,0.25,0.25,0.5,0.2333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.25,0.0,0.0,0.25,0.6,0.27999999999999997,0,20
16867,1016,FR,France,FR_1016,35.0,1.0,4.0,2.0,9.0,2.0,1.0,2.0,2.0,0.5,0.0,0.16666666666666666,0.4,0.4444444444444444,0.6666666666666666,0.75,0.625,0.5,0.3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0,0.5,0.0,0.25,0.24,0.32,0,20
16868,1021,FR,France,FR_1021,82.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,0.7,0.25,0.08333333333333333,0.1,0.2222222222222222,0.4166666666666667,0.375,0.5,0.75,0.3666666666666667,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.25,0.0,0.0,0.5,0.36000000000000004,0.56,0,20
16869,1022,FR,France,FR_1022,86.0,2.0,1.0,1.0,,2.0,2.0,2.0,2.0,1.0,0.0,0.6666666666666666,0.5,0.4444444444444444,0.5,0.5,0.625,0.5,0.5,0.6666666666666666,1.0,0.3333333333333333,1.0,0.75,0.25,0.5,0.5,0.8400000000000001,0.08,0,20
16870,1024,FR,France,FR_1024,63.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,0.5,0.25,0.3333333333333333,0.5,0.3333333333333333,0.4166666666666667,0.75,0.5,0.5,0.3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,0.25,0.25,0.25,0.8,0.24,0,20
16871,1026,FR,France,FR_1026,49.0,2.0,5.0,2.0,1.0,2.0,4.0,2.0,1.0,0.3,0.0,0.25,0.6,0.3333333333333333,0.25,0.375,0.25,0.25,0.3,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.0,0.0,0.0,0.31999999999999995,0.52,0,20
16873,1029,FR,France,FR_1029,57.0,1.0,7.0,3.0,10.0,2.0,4.0,2.0,1.0,0.0,0.0,0.25,0.4,0.0,0.16666666666666666,0.0,0.25,0.75,0.20000000000000004,1.0,0.0,0.3333333333333333,0.6666666666666666,0.25,0.0,0.25,0.0,0.2,0.32,0,20
16874,1030,FR,France,FR_1030,18.0,2.0,4.0,2.0,8.0,2.0,4.0,2.0,2.0,0.3,0.0,0.0,0.2,0.3333333333333333,0.16666666666666666,0.5,0.25,0.5,0.26666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.25,0.75,0.5,0.39999999999999997,0.5199999999999999,0,20
16875,1032,FR,France,FR_1032,79.0,1.0,7.0,3.0,9.0,2.0,4.0,2.0,1.0,0.1,0.0,0.0,0.3,0.0,0.08333333333333333,0.0,0.25,0.5,0.3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.0,0.0,0.5,0.64,0.44000000000000006,0,20
