ess_row_id,idno,cntry,country_name,ess_unique_id,agea,gndr,eisced,education_3cat,hinctnta,rlgblg,urbanization,blgetmg,vote_simple,dweight,pspwght,pweight,anweight,left_right_identification,gender_inequality,anti_lgbt,euroscepticism,anti_immigration,anti_egalitarianism,benefits_harm_economy,benefits_harm_society,welfare_chauvinism,anti_economic_interventionism,anti_social_benefits_low_income,anti_social_benefits_parents,educational_spending,anti_basic_income,anti_climate_change_taxes,anti_climate_change_renewables,anti_climate_ban_appliances,climate_skepticism,authoritarianism,anti_libertarianism,n_belief_missing,n_belief_available
16554,416,FR,France,FR_416,50.0,1.0,3.0,2.0,8.0,2.0,3.0,2.0,1.0,1.6673015,0.9225066,2.6295257,2.4257548,0.6,0.0,0.4166666666666667,1.0,0.6666666666666666,0.4166666666666667,0.75,0.25,0.5,0.2333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,0.5,0.36,0.52,0,20
16555,418,FR,France,FR_418,87.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.55576724,0.36959055,2.6295257,0.97184783,0.4,0.75,0.6666666666666666,1.0,0.5555555555555555,0.16666666666666666,0.25,0.25,0.5,0.36666666666666664,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.25,0.0,0.0,0.25,0.76,0.48,0,20
16557,421,FR,France,FR_421,22.0,1.0,4.0,2.0,,2.0,3.0,2.0,1.0,1.6673015,1.1586361,2.6295257,3.0466633,0.8,0.0,0.5833333333333334,0.6,0.6666666666666666,0.8333333333333334,0.875,0.5,1.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.3333333333333333,0.75,0.75,0.0,0.5,0.6,0.4,0,20
16558,423,FR,France,FR_423,88.0,2.0,3.0,2.0,,1.0,3.0,2.0,3.0,0.55576724,0.28640833,2.6295257,0.75311804,0.4,0.0,0.5,0.6,0.2222222222222222,0.3333333333333333,0.75,0.5,0.5,0.3666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.75,0.25,0.25,0.25,0.6799999999999999,0.32,0,20
16559,425,FR,France,FR_425,81.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,0.55576724,0.36959055,2.6295257,0.97184783,,0.0,0.08333333333333333,0.6,0.3333333333333333,0.4166666666666667,0.625,0.5,0.5,0.30000000000000004,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.75,0.0,0.0,0.25,0.6400000000000001,0.72,1,19
16560,427,FR,France,FR_427,49.0,2.0,6.0,3.0,10.0,2.0,3.0,2.0,1.0,2.223069,1.0134847,2.6295257,2.664984,0.6,0.0,0.25,0.4,0.3333333333333333,0.4166666666666667,1.0,0.125,0.75,0.06666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.0,0.0,0.5,0.8,0.4,0,20
16561,430,FR,France,FR_430,45.0,2.0,2.0,1.0,7.0,1.0,3.0,1.0,3.0,1.1115345,1.0191721,2.6295257,2.679939,0.5,0.25,0.9166666666666666,0.7,0.4444444444444444,0.5,0.625,0.25,0.5,0.26666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5,0.0,0.25,0.0,0.6,0.44000000000000006,0,20
16562,431,FR,France,FR_431,62.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,2.778836,1.9147903,2.6295257,5.0349903,,0.25,0.4166666666666667,0.4,0.3333333333333333,0.25,0.375,0.5,0.5,0.5,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,0.25,0.25,0.25,0.48,0.27999999999999997,1,19
16563,432,FR,France,FR_432,77.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.55576724,0.36959055,2.6295257,0.97184783,0.6,0.5,0.3333333333333333,0.6,0.4444444444444444,0.3333333333333333,0.5,0.25,0.25,0.2333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.25,0.25,0.25,0.6,0.56,0,20
16564,435,FR,France,FR_435,69.0,1.0,7.0,3.0,8.0,2.0,3.0,2.0,1.0,1.1115345,0.49121055,2.6295257,1.2916508,0.2,0.0,0.08333333333333333,0.0,0.3333333333333333,0.25,0.375,0.125,0.25,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.75,0.0,0.75,0.25,0.5199999999999999,0.44000000000000006,0,20
16565,436,FR,France,FR_436,62.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,0.55576724,0.28640833,2.6295257,0.75311804,0.5,0.0,0.3333333333333333,0.7,0.3333333333333333,0.3333333333333333,0.875,0.125,0.75,0.20000000000000004,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.0,0.0,0.5,0.64,0.28,0,20
16566,437,FR,France,FR_437,70.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.1115345,0.7391811,2.6295257,1.9436957,0.5,0.0,0.75,0.6,0.5555555555555555,0.4166666666666667,0.75,0.25,0.75,0.46666666666666673,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.25,0.25,0.25,0.75,0.6000000000000001,0.6,0,20
16567,439,FR,France,FR_439,63.0,1.0,4.0,2.0,7.0,2.0,2.0,2.0,1.0,1.1115345,0.5151892,2.6295257,1.3547032,0.3,0.0,0.0,0.2,0.3333333333333333,0.08333333333333333,0.0,0.0,0.25,0.30000000000000004,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.0,0.75,0.5,0.2,0.24,0,20
16568,440,FR,France,FR_440,75.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.1115345,0.7391811,2.6295257,1.9436957,0.3,0.0,0.0,0.6,0.6666666666666666,0.16666666666666666,0.75,0.25,0.5,0.13333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.75,0.5,0.75,0.5,0.64,0.36,0,20
16569,441,FR,France,FR_441,68.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.55576724,0.36959055,2.6295257,0.97184783,0.5,0.0,0.16666666666666666,0.7,0.6666666666666666,0.5,0.375,0.75,0.5,0.4333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.75,0.25,0.5,0.5,0.2,0.68,0,20
16570,442,FR,France,FR_442,67.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,0.55576724,0.24560528,2.6295257,0.6458254,0.4,0.0,0.16666666666666666,0.3,0.1111111111111111,0.0,0.75,0.25,0.25,0.4666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.25,0.75,0.5,0.25,0.64,0.2,0,20
16571,444,FR,France,FR_444,46.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,2.2424827,1.5088314,2.6295257,3.967511,0.5,1.0,0.0,0.6,0.4444444444444444,0.0,0.875,0.5,0.25,0.3666666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.36,0.6799999999999999,0,20
16572,447,FR,France,FR_447,59.0,2.0,4.0,2.0,6.0,1.0,2.0,2.0,1.0,0.56062067,0.40720427,2.6295257,1.070754,0.7,0.75,0.16666666666666666,0.5,0.4444444444444444,0.4166666666666667,0.5,1.0,0.5,0.13333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.75,0.25,0.8,0.2,0,20
16573,450,FR,France,FR_450,24.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,1.1212413,1.1492629,2.6295257,3.0220163,0.9,0.25,0.0,0.2,0.4444444444444444,0.6666666666666666,0.625,0.875,0.75,0.03333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.75,0.25,0.5,1.0,0.72,0.04,0,20
16574,451,FR,France,FR_451,53.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.1025541,0.85981625,2.6295257,2.2609088,0.2,0.25,0.08333333333333333,0.4,0.7777777777777778,0.25,0.5,0.5,0.5,0.06666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,0.75,0.75,0.75,0.5,1.0,0.24000000000000005,0,20
16575,452,FR,France,FR_452,59.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.1025541,1.0708002,2.6295257,2.8156965,0.0,0.75,0.8333333333333334,0.3,0.3333333333333333,0.25,0.75,0.5,0.75,0.09999999999999999,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.25,0.5,0.6,0.32,0,20
16576,453,FR,France,FR_453,71.0,1.0,4.0,2.0,6.0,1.0,2.0,2.0,1.0,0.55095613,0.3919107,2.6295257,1.0305393,0.7,0.0,0.25,0.2,0.5555555555555555,0.4166666666666667,0.625,0.25,0.5,0.3666666666666667,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.75,0.25,0.25,0.76,0.2,0,20
16577,454,FR,France,FR_454,73.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.1019123,0.7838214,2.6295257,2.0610785,0.6,0.5,0.5833333333333334,0.8,1.0,0.4166666666666667,0.75,0.375,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.25,0.25,0.25,0.8400000000000001,0.36,0,20
16578,455,FR,France,FR_455,75.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.55095613,0.5623041,2.6295257,1.478593,0.7,0.25,0.3333333333333333,1.0,1.0,0.0,0.125,0.25,0.75,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.75,1.0,0.75,0.8,0.24,0,20
16579,456,FR,France,FR_456,76.0,2.0,3.0,2.0,8.0,1.0,2.0,2.0,1.0,1.1019123,0.8714977,2.6295257,2.2916255,0.6,0.0,0.25,1.0,0.3333333333333333,0.08333333333333333,0.5,0.125,0.75,0.3,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.25,0.25,0.5,0.96,0.6000000000000001,0,20
16580,457,FR,France,FR_457,81.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,1.1019123,1.1246082,2.6295257,2.957186,0.0,0.0,0.0,0.5,0.3333333333333333,0.16666666666666666,0.625,0.5,0.75,0.20000000000000004,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,0.0,0.0,0.5,0.64,0.4800000000000001,0,20
16581,458,FR,France,FR_458,55.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,3.0,1.1019123,0.8714977,2.6295257,2.2916255,0.7,0.0,0.6666666666666666,0.1,0.3333333333333333,0.16666666666666666,0.625,0.125,0.0,0.3666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.5,0.0,0.5,0.0,0.8,0.4,1,19
16582,459,FR,France,FR_459,25.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,1.0,1.1019123,1.6015291,2.6295257,4.2112617,0.6,0.0,0.0,0.5,0.2222222222222222,0.16666666666666666,0.625,0.5,0.5,0.3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,0.25,0.25,0.64,0.24,0,20
16583,461,FR,France,FR_461,62.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,1.1019123,1.1246082,2.6295257,2.957186,0.0,0.5,0.25,0.9,0.3333333333333333,0.0,0.375,0.625,0.75,0.3666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.0,0.25,0.5,0.8800000000000001,0.64,0,20
16584,463,FR,France,FR_463,32.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,,0.55095613,0.6149129,2.6295257,1.6169293,0.5,0.0,0.0,1.0,1.0,0.25,0.375,0.75,0.5,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.25,0.25,0.5,0.6399999999999999,0.44000000000000006,0,20
16585,464,FR,France,FR_464,27.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,0.55095613,0.49771923,2.6295257,1.3087655,0.7,0.0,0.0,0.6,0.2222222222222222,1.0,0.875,0.75,0.5,0.3666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.25,0.75,0.5,0.36,0.6,0,20
16586,465,FR,France,FR_465,65.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.6528683,1.6869118,2.6295257,4.435778,0.2,0.0,0.3333333333333333,1.0,0.7777777777777777,0.0,0.375,0.125,0.25,0.06666666666666667,1.0,1.0,0.0,1.0,0.75,0.0,0.0,0.5,0.16,0.44000000000000006,0,20
16587,466,FR,France,FR_466,81.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,,0.55095613,0.5623041,2.6295257,1.478593,0.7,0.0,0.08333333333333333,0.4,0.3333333333333333,0.3333333333333333,0.5,0.375,0.5,0.0,0.6666666666666666,,0.6666666666666666,0.6666666666666666,1.0,0.25,0.25,0.5,0.76,0.36000000000000004,1,19
16588,467,FR,France,FR_467,19.0,2.0,4.0,2.0,7.0,2.0,2.0,2.0,3.0,2.223069,1.616677,2.6295257,4.251094,,0.0,0.0,0.4,0.3333333333333333,0.25,,0.625,0.75,0.3666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.75,0.25,0.75,0.5,0.64,0.28,2,18
16589,468,FR,France,FR_468,85.0,1.0,4.0,2.0,8.0,1.0,2.0,2.0,1.0,0.55576724,0.2575946,2.6295257,0.6773516,0.7,0.25,0.25,0.2,0.3333333333333333,0.6666666666666666,0.5,0.25,0.0,0.20000000000000004,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.0,0.25,0.5,,0.52,1,19
16590,469,FR,France,FR_469,84.0,2.0,2.0,1.0,,1.0,2.0,2.0,,0.55576724,0.36959055,2.6295257,0.97184783,0.5,0.25,0.6666666666666666,0.5,0.3333333333333333,0.4166666666666667,0.625,0.375,0.75,0.3666666666666667,0.3333333333333333,,0.6666666666666666,0.6666666666666666,0.75,0.25,0.25,0.25,0.6,0.31999999999999995,1,19
16591,471,FR,France,FR_471,51.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,0.55576724,0.26531017,2.6295257,0.6976399,0.3,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.25,0.0,0.0,0.0,0.28,0.04,0,20
16592,472,FR,France,FR_472,56.0,1.0,3.0,2.0,5.0,1.0,3.0,2.0,2.0,1.1115345,0.5151892,2.6295257,1.3547032,0.5,0.0,0.16666666666666666,0.4,0.5555555555555555,0.4166666666666667,0.875,0.375,0.75,0.5333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,0.25,0.0,0.25,0.2,0.56,0,20
16593,478,FR,France,FR_478,64.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.55576724,0.36959055,2.6295257,0.97184783,0.3,0.0,0.16666666666666666,0.5,0.4444444444444444,0.3333333333333333,0.75,0.375,0.5,0.20000000000000004,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.25,0.5,0.25,0.5,0.8,0.36,0,20
16594,480,FR,France,FR_480,70.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.1115345,0.76591635,2.6295257,2.0139966,1.0,0.0,0.3333333333333333,1.0,0.5555555555555555,0.16666666666666666,0.75,0.625,0.5,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.25,0.25,0.5,0.76,0.27999999999999997,0,20
16595,482,FR,France,FR_482,58.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.55576724,0.36959055,2.6295257,0.97184783,0.7,0.0,0.08333333333333333,0.4,1.0,0.16666666666666666,1.0,0.25,0.5,0.6333333333333333,1.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.75,1.0,0.5,0.4800000000000001,0.39999999999999997,0,20
16596,484,FR,France,FR_484,74.0,2.0,3.0,2.0,5.0,1.0,2.0,2.0,1.0,0.5575245,0.45267633,2.6295257,1.1903241,0.5,0.75,0.4166666666666667,0.5,0.4444444444444444,0.5833333333333334,0.75,0.25,0.5,0.10000000000000002,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.75,0.0,0.5,0.68,0.36000000000000004,0,20
16597,489,FR,France,FR_489,73.0,2.0,1.0,1.0,6.0,1.0,4.0,2.0,1.0,1.115049,1.1682955,2.6295257,3.072063,0.8,0.25,0.4166666666666667,0.5,0.3333333333333333,0.5833333333333334,0.875,0.25,0.5,0.30000000000000004,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.25,0.25,0.25,0.4800000000000001,0.5200000000000001,0,20
16598,493,FR,France,FR_493,85.0,1.0,4.0,2.0,9.0,1.0,2.0,2.0,1.0,1.0976263,0.8015469,2.6295257,2.107688,0.9,0.25,0.25,0.5,0.6666666666666666,0.6666666666666666,1.0,0.625,0.5,0.4666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.25,0.25,0.5,0.9199999999999999,0.16,0,20
16599,495,FR,France,FR_495,63.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0976263,1.1500403,2.6295257,3.0240605,0.3,0.0,0.08333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.39999999999999997,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.0,1.0,0.5,0.48,0.72,0,20
16600,496,FR,France,FR_496,57.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,0.54881316,0.40077344,2.6295257,1.053844,0.5,0.0,0.3333333333333333,0.7,0.2222222222222222,0.4166666666666667,0.5,0.5,0.75,0.5333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.75,0.0,0.5,0.64,0.52,0,20
16601,497,FR,France,FR_497,32.0,2.0,5.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0976263,1.6377462,2.6295257,4.3064957,0.5,0.0,0.0,0.5,0.3333333333333333,0.4166666666666667,0.375,0.25,0.75,0.3666666666666667,1.0,0.3333333333333333,1.0,0.6666666666666666,0.5,0.25,0.25,0.25,0.39999999999999997,0.48,0,20
16602,500,FR,France,FR_500,44.0,2.0,4.0,2.0,4.0,1.0,4.0,2.0,1.0,0.54881316,0.4127779,2.6295257,1.0854101,1.0,0.0,0.16666666666666666,0.4,0.5555555555555555,0.25,0.875,0.875,0.5,0.3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.25,0.5,0.25,0.8800000000000001,0.31999999999999995,0,20
16603,501,FR,France,FR_501,49.0,1.0,3.0,2.0,8.0,1.0,4.0,2.0,1.0,1.6464396,1.4352646,2.6295257,3.774065,1.0,0.25,0.4166666666666667,0.3,0.5555555555555555,0.25,0.75,0.25,0.5,0.3,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.75,0.25,0.25,0.25,0.8400000000000001,0.64,0,20
16604,502,FR,France,FR_502,84.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.54881316,0.5958181,2.6295257,1.5667189,0.5,0.0,0.5833333333333334,0.2,0.4444444444444444,0.25,0.75,0.5,0.5,0.39999999999999997,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.5,0.25,0.5,0.56,0.36,0,20
16605,503,FR,France,FR_503,55.0,2.0,3.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0976263,0.89120615,2.6295257,2.3434494,0.8,0.25,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,0.625,1.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.75,0.25,1.0,1.0,0.6000000000000001,0.44000000000000006,0,20
16606,506,FR,France,FR_506,74.0,1.0,3.0,2.0,7.0,1.0,4.0,1.0,1.0,0.54881316,0.40077344,2.6295257,1.053844,1.0,0.25,1.0,0.1,0.8888888888888888,0.5,0.875,0.25,0.75,0.3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.25,0.25,0.75,0.72,0.12000000000000002,0,20
16607,507,FR,France,FR_507,67.0,2.0,5.0,2.0,9.0,1.0,2.0,2.0,1.0,1.0976263,0.89120615,2.6295257,2.3434494,0.7,0.75,0.25,0.7,0.5555555555555555,0.4166666666666667,0.875,0.25,0.75,0.39999999999999997,0.6666666666666666,1.0,0.6666666666666666,1.0,0.5,0.25,0.25,0.5,0.9199999999999999,0.44000000000000006,0,20
16608,513,FR,France,FR_513,67.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,0.55752444,0.40713492,2.6295257,1.0705718,0.5,0.0,0.25,0.6,0.4444444444444444,0.0,0.875,0.25,0.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.5,0.64,0.36,0,20
16609,514,FR,France,FR_514,64.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,0.55752444,0.45267633,2.6295257,1.1903241,0.3,0.0,0.0,0.7,0.4444444444444444,0.08333333333333333,1.0,0.0,0.75,0.13333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.5,0.76,0.6799999999999999,0,20
16610,515,FR,France,FR_515,23.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,1.1150489,1.2775998,2.6295257,3.3594816,0.5,0.0,0.0,0.3,0.3333333333333333,0.25,0.625,0.375,0.75,0.26666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.25,0.5,0.5,0.48,0.39999999999999997,0,20
16612,517,FR,France,FR_517,70.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,1.0,0.55752444,0.45267633,2.6295257,1.1903241,0.3,0.0,0.08333333333333333,0.4,0.2222222222222222,0.4166666666666667,0.75,0.375,0.5,0.3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.25,0.25,0.75,0.6,0.36,0,20
16613,518,FR,France,FR_518,77.0,1.0,6.0,3.0,10.0,2.0,2.0,2.0,2.0,0.55752444,0.38818562,2.6295257,1.0207441,0.8,0.0,0.4166666666666667,0.5,0.3333333333333333,0.5,0.625,0.25,0.5,0.43333333333333335,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.25,0.25,0.25,0.8,0.6,0,20
16614,519,FR,France,FR_519,74.0,1.0,3.0,2.0,6.0,1.0,2.0,2.0,1.0,1.6725733,1.2214046,2.6295257,3.2117145,0.5,0.5,0.5,0.6,0.3333333333333333,0.5833333333333334,0.375,0.25,0.5,0.16666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.25,0.75,0.5,0.48,0.4800000000000001,0,20
16615,520,FR,France,FR_520,21.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.1150489,1.2208365,2.6295257,3.210221,0.5,0.0,0.08333333333333333,0.6,0.5555555555555555,0.25,0.5,0.5,0.5,0.3666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.5,0.25,0.5,,0.27999999999999997,0.16,1,19
16616,522,FR,France,FR_522,70.0,2.0,3.0,2.0,8.0,1.0,2.0,2.0,1.0,1.1150489,0.90535265,2.6295257,2.3806481,0.4,0.0,0.16666666666666666,0.2,0.5555555555555555,0.4166666666666667,0.625,0.25,0.0,0.20000000000000004,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,0.25,0.25,0.25,0.76,0.27999999999999997,0,20
16617,523,FR,France,FR_523,69.0,1.0,7.0,3.0,7.0,2.0,4.0,2.0,1.0,1.1150489,0.77637124,2.6295257,2.0414882,0.7,0.0,0.3333333333333333,0.6,0.5555555555555555,0.5833333333333334,0.75,0.5,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.75,0.25,0.5,0.25,0.72,0.4,0,20
16618,529,FR,France,FR_529,69.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,0.5564275,0.4041587,2.6295257,1.0627457,,1.0,0.0,0.5,0.7777777777777777,0.0,,1.0,0.5,0.06666666666666667,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.75,0.25,0.72,0.2,2,18
16619,530,FR,France,FR_530,72.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,,1.112855,1.0430784,2.6295257,2.7428014,,0.75,0.0,0.4,0.3333333333333333,0.5,1.0,0.625,0.75,0.3,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,1.0,0.56,0.4,1,19
16620,531,FR,France,FR_531,45.0,1.0,3.0,2.0,7.0,1.0,2.0,2.0,1.0,1.112855,0.86784875,2.6295257,2.2820306,0.6,0.0,0.08333333333333333,0.0,0.6666666666666666,0.5,0.875,0.375,0.5,0.4000000000000001,1.0,0.6666666666666666,0.6666666666666666,1.0,0.75,0.0,0.0,0.25,0.8400000000000001,0.44000000000000006,0,20
16622,535,FR,France,FR_535,64.0,2.0,3.0,2.0,7.0,1.0,2.0,2.0,,1.112855,0.8083174,2.6295257,2.1254914,,0.0,0.5,0.7,0.6666666666666666,0.16666666666666666,0.75,0.25,0.5,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.25,0.5,0.5,0.8,0.52,1,19
16623,540,FR,France,FR_540,59.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,1.0,1.1128548,0.8083174,2.6295257,2.1254914,0.6,0.0,0.16666666666666666,0.5,0.5555555555555555,0.5,0.75,0.5,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.25,0.25,0.25,0.56,0.4,0,20
16624,541,FR,France,FR_541,75.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,2.0,1.1128548,1.043078,2.6295257,2.7428002,0.4,0.25,0.3333333333333333,0.0,0.3333333333333333,0.4166666666666667,0.5,0.0,0.5,0.3666666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.75,0.25,0.5,0.72,0.44000000000000006,0,20
16625,542,FR,France,FR_542,65.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,0.5564274,0.4041587,2.6295257,1.0627457,1.0,0.0,0.4166666666666667,0.1,0.5555555555555555,0.6666666666666666,1.0,0.0,0.5,0.20000000000000004,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.25,0.9199999999999999,0.24000000000000005,0,20
16626,543,FR,France,FR_543,28.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,0.5564274,0.57033366,2.6295257,1.499707,0.5,0.0,0.4166666666666667,0.7,0.3333333333333333,0.16666666666666666,0.75,0.875,0.5,0.3,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.0,0.25,0.0,0.16,0.48,0,20
16627,544,FR,France,FR_544,66.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.6692823,1.0904952,2.6295257,2.8674853,0.4,0.0,0.8333333333333334,0.6,0.3333333333333333,0.6666666666666666,0.25,0.25,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.64,0.32,0,20
