ess_row_id,idno,cntry,country_name,ess_unique_id,agea,gndr,edulvla,education_3cat,hinctnta,rlgblg,urbanization,blgetmg,dweight,pspwght,pweight,anweight,left_right_identification,gender_inequality,anti_lgbt,euroscepticism,anti_immigration,anti_egalitarianism,benefits_harm_economy,benefits_harm_society,welfare_chauvinism,anti_economic_interventionism,harsh_sentences,anti_militant_democracy,no_science_environment_solution,anti_government_spending,regressive_taxes,regressive_benefits,age_prejudice,authoritarianism,anti_libertarianism,n_belief_missing,n_belief_available
29152,12162,HU,Hungary,HU_12162,49.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.1401,0.98341244,0.5528885,0.54371744,0.5,1.0,0.5,0.0,0.4444444444444444,0.125,0.5,0.5,0.75,0.26666666666666666,0.75,0.5,0.75,0.5,0.0,0.25,0.0,0.6399999999999999,0.4800000000000001,0,19
29156,12169,HU,Hungary,HU_12169,29.0,2.0,5.0,3.0,,2.0,2.0,2.0,1.1401,0.98476493,0.5528885,0.54446524,0.3,1.0,0.5,0.6,1.0,0.375,0.5,0.625,0.5,0.35000000000000003,1.0,0.25,0.25,0.6,0.5,0.0,0.2,0.72,0.27999999999999997,0,19
29157,12170,HU,Hungary,HU_12170,41.0,2.0,4.0,2.0,,1.0,2.0,2.0,1.1401,1.0349865,0.5528885,0.5722321,0.1,1.0,0.0,0.7,0.6666666666666666,0.375,1.0,0.75,0.5,,1.0,,0.5,0.6,0.5,0.5,1.0,0.5599999999999999,0.39999999999999997,2,17
29158,12171,HU,Hungary,HU_12171,72.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,1.1401,0.7628779,0.5528885,0.42178643,,0.25,0.25,0.5,1.0,0.0,0.625,0.375,1.0,0.0,1.0,0.0,0.25,1.0,0.0,1.0,0.0,0.72,0.36,1,18
29159,12172,HU,Hungary,HU_12172,31.0,1.0,3.0,2.0,7.0,2.0,3.0,2.0,1.1401,1.1075597,0.5528885,0.612357,0.5,0.25,0.5,0.7,0.5555555555555555,0.25,1.0,0.75,1.0,0.4166666666666667,0.75,0.5,0.75,0.6,0.5,0.25,0.0,0.6,0.24,0,19
29160,12173,HU,Hungary,HU_12173,69.0,1.0,2.0,1.0,,1.0,3.0,2.0,1.1401,0.99762595,0.5528885,0.5515759,0.6,0.125,1.0,0.5,0.5555555555555555,0.25,0.5,0.75,0.75,0.3333333333333333,0.75,0.0,0.5,0.5,0.5,0.0,0.1,0.8400000000000001,0.24,0,19
29161,12175,HU,Hungary,HU_12175,57.0,2.0,3.0,2.0,6.0,1.0,3.0,2.0,1.1401,0.96163785,0.5528885,0.5316785,0.0,0.125,0.5,0.9,0.6666666666666666,0.125,0.625,0.5,1.0,0.26666666666666666,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.8400000000000001,0.16,0,19
29162,12176,HU,Hungary,HU_12176,47.0,2.0,3.0,2.0,5.0,2.0,3.0,2.0,1.1401,0.88054943,0.5528885,0.48684567,0.5,0.25,0.0,0.2,0.8888888888888888,0.125,0.375,0.75,0.75,,0.75,0.75,0.75,0.9,0.0,,0.3,0.6,0.31999999999999995,2,17
29163,12177,HU,Hungary,HU_12177,54.0,1.0,3.0,2.0,,2.0,3.0,2.0,1.1401,0.8366712,0.5528885,0.46258587,0.5,0.125,0.5,0.2,0.8888888888888888,0.0,0.625,0.375,1.0,0.30000000000000004,1.0,0.25,0.25,0.8,0.5,0.0,0.1,0.8,0.27999999999999997,0,19
29164,12178,HU,Hungary,HU_12178,22.0,2.0,5.0,3.0,,2.0,3.0,2.0,1.1401,0.83782184,0.5528885,0.4632221,0.5,0.375,0.75,0.1,0.8888888888888888,0.25,0.5,0.625,0.75,0.15,0.75,0.25,0.75,0.7,0.0,0.25,0.4,0.8,0.27999999999999997,0,19
29165,12179,HU,Hungary,HU_12179,43.0,1.0,3.0,2.0,7.0,2.0,3.0,2.0,1.1401,0.8366712,0.5528885,0.46258587,,0.625,0.25,1.0,0.6666666666666666,0.25,0.25,1.0,1.0,0.19999999999999998,1.0,0.0,0.75,1.0,0.0,1.0,0.2,0.6399999999999999,0.68,1,18
29166,12180,HU,Hungary,HU_12180,34.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,1.1401,1.103478,0.5528885,0.61010027,,0.375,0.75,0.9,0.6666666666666666,0.125,0.625,0.125,1.0,0.0,0.75,0.25,0.25,1.0,0.0,1.0,1.0,0.6,0.36,1,18
29167,12187,HU,Hungary,HU_12187,72.0,1.0,3.0,2.0,8.0,2.0,5.0,2.0,0.0251,0.046503533,0.5528885,0.025711268,0.5,0.25,,0.5,0.0,0.375,0.625,0.625,0.5,0.21666666666666667,1.0,0.0,0.5,,0.5,0.75,0.0,0.4,0.8,2,17
29168,12191,HU,Hungary,HU_12191,55.0,2.0,5.0,3.0,7.0,2.0,5.0,2.0,0.0251,0.05846439,0.5528885,0.032324288,0.4,0.875,0.25,0.5,,0.25,0.875,0.625,0.75,,0.75,0.25,1.0,0.9,0.5,0.0,0.7,0.32,0.36,2,17
29170,12194,HU,Hungary,HU_12194,19.0,2.0,2.0,1.0,,1.0,3.0,2.0,0.0251,0.056031086,0.5528885,0.030978944,0.7,0.875,0.25,,0.1111111111111111,0.375,,0.625,0.75,0.19999999999999998,0.75,0.75,0.75,0.7,0.5,0.25,0.1,0.6,0.16,2,17
29171,12197,HU,Hungary,HU_12197,37.0,2.0,5.0,3.0,10.0,2.0,5.0,2.0,0.0251,0.073901065,0.5528885,0.04085905,0.7,0.375,0.25,0.2,0.6666666666666666,0.5,0.625,0.875,0.75,0.3333333333333333,1.0,0.5,0.5,0.9,0.5,0.25,0.2,0.72,0.27999999999999997,0,19
29172,12200,HU,Hungary,HU_12200,30.0,1.0,5.0,3.0,,,5.0,2.0,0.0251,0.09172638,0.5528885,0.05071446,0.4,0.25,0.25,0.2,0.3333333333333333,0.375,1.0,0.75,0.5,0.18333333333333332,0.75,0.0,0.75,0.5,0.0,0.25,0.0,0.8,0.4,0,19
29173,12201,HU,Hungary,HU_12201,34.0,1.0,3.0,2.0,,2.0,5.0,2.0,0.0251,0.07962201,0.5528885,0.044022094,,0.125,0.25,0.0,0.6666666666666666,0.25,,0.75,1.0,0.049999999999999996,1.0,0.25,1.0,0.3,0.0,0.75,0.0,0.48,0.16,2,17
29174,12202,HU,Hungary,HU_12202,63.0,1.0,5.0,3.0,7.0,2.0,5.0,2.0,0.0251,0.067059554,0.5528885,0.03707646,0.5,0.625,0.25,0.0,0.3333333333333333,0.375,0.625,0.75,0.75,0.4666666666666666,0.5,0.75,0.75,0.6,0.5,0.25,1.0,0.52,0.32,0,19
29176,12208,HU,Hungary,HU_12208,32.0,2.0,5.0,3.0,,1.0,4.0,2.0,0.0251,0.060230665,0.5528885,0.033300843,0.2,0.75,0.0,0.2,0.2222222222222222,0.5,0.625,0.75,0.5,0.26666666666666666,0.75,0.75,0.0,0.4,0.0,0.25,0.1,0.56,0.24,0,19
29177,12212,HU,Hungary,HU_12212,59.0,1.0,5.0,3.0,,2.0,5.0,2.0,0.0251,0.067059554,0.5528885,0.03707646,0.5,0.25,,0.5,0.6666666666666666,0.125,0.625,0.75,0.75,0.18333333333333335,1.0,0.25,0.75,0.5,0.5,0.25,0.0,0.44000000000000006,0.32,1,18
29178,12215,HU,Hungary,HU_12215,66.0,2.0,3.0,2.0,8.0,2.0,5.0,2.0,0.0251,0.06913175,0.5528885,0.03822215,,0.75,1.0,0.5,0.4444444444444444,0.125,0.375,0.75,0.5,0.21666666666666665,1.0,0.5,1.0,,0.5,0.25,0.1,0.6399999999999999,0.12,2,17
29179,12216,HU,Hungary,HU_12216,30.0,1.0,5.0,3.0,8.0,2.0,5.0,2.0,0.0251,0.09172638,0.5528885,0.05071446,0.7,0.25,0.0,1.0,0.6666666666666666,,0.625,0.75,1.0,0.3833333333333333,1.0,0.0,0.75,0.3,0.0,0.25,0.0,0.36,0.16,1,18
29182,12219,HU,Hungary,HU_12219,76.0,1.0,5.0,3.0,,2.0,5.0,2.0,0.0251,0.067059554,0.5528885,0.03707646,0.3,0.375,0.25,0.0,0.3333333333333333,0.0,0.75,0.625,0.75,0.4166666666666667,1.0,0.75,0.5,0.5,0.0,,0.0,0.8800000000000001,0.4,1,18
29183,12220,HU,Hungary,HU_12220,59.0,2.0,3.0,2.0,4.0,2.0,5.0,2.0,0.0251,0.06913175,0.5528885,0.03822215,0.5,0.625,0.0,0.5,0.5555555555555555,0.125,0.75,0.375,0.75,0.3,1.0,0.0,1.0,0.4,0.5,0.25,0.0,,0.2,1,18
29184,12221,HU,Hungary,HU_12221,64.0,1.0,3.0,2.0,,2.0,5.0,2.0,0.0251,0.046503533,0.5528885,0.025711268,0.3,0.25,0.75,0.2,0.5555555555555555,0.25,0.5,1.0,0.75,0.06666666666666667,1.0,0.0,1.0,0.4,0.5,,0.9,0.6799999999999999,0.48,1,18
29186,12224,HU,Hungary,HU_12224,20.0,1.0,2.0,1.0,4.0,2.0,5.0,2.0,0.0251,0.061307877,0.5528885,0.03389642,0.5,,0.5,0.5,0.8888888888888888,0.375,0.375,0.75,1.0,0.06666666666666667,1.0,0.5,0.75,0.8,1.0,0.75,0.1,0.8,0.0,1,18
29187,12225,HU,Hungary,HU_12225,22.0,2.0,2.0,1.0,10.0,2.0,5.0,2.0,0.0251,0.056031086,0.5528885,0.030978944,0.3,0.0,0.0,1.0,1.0,0.0,0.5,0.5,1.0,0.35000000000000003,1.0,,0.5,,0.5,0.25,0.3,0.8400000000000001,0.12000000000000002,2,17
29189,12228,HU,Hungary,HU_12228,68.0,1.0,5.0,3.0,10.0,1.0,5.0,2.0,0.0251,0.067059554,0.5528885,0.03707646,1.0,0.0,1.0,1.0,0.8888888888888888,0.375,0.625,0.375,1.0,,0.5,1.0,0.75,0.5,0.5,0.5,0.0,0.9199999999999999,0.44000000000000006,1,18
29191,12231,HU,Hungary,HU_12231,57.0,2.0,5.0,3.0,,1.0,5.0,2.0,0.0251,0.05846439,0.5528885,0.032324288,0.5,0.5,1.0,0.7,0.3333333333333333,0.125,,0.625,0.75,0.11666666666666665,0.75,0.5,1.0,0.5,0.0,0.25,0.2,0.56,0.56,1,18
29192,12233,HU,Hungary,HU_12233,89.0,2.0,5.0,3.0,4.0,2.0,5.0,2.0,0.0251,0.05846439,0.5528885,0.032324288,0.5,0.25,0.5,0.8,0.5555555555555555,0.0,,0.375,0.75,0.2833333333333333,1.0,0.25,1.0,0.5,0.5,0.25,0.2,0.76,0.52,1,18
29193,12238,HU,Hungary,HU_12238,41.0,1.0,3.0,2.0,7.0,2.0,5.0,2.0,0.0251,0.060147945,0.5528885,0.033255108,0.9,0.875,0.25,0.9,0.6666666666666666,0.5,0.625,0.75,1.0,0.3333333333333333,1.0,0.25,0.75,0.6,0.5,,0.5,0.6000000000000001,0.32,1,18
29194,12240,HU,Hungary,HU_12240,25.0,1.0,5.0,3.0,6.0,1.0,5.0,2.0,0.0251,0.09172638,0.5528885,0.05071446,0.8,0.375,,0.5,1.0,0.25,0.75,0.5,1.0,0.3166666666666667,1.0,0.0,1.0,0.3,0.5,0.25,0.0,0.56,0.4,1,18
29195,12241,HU,Hungary,HU_12241,52.0,1.0,2.0,1.0,7.0,1.0,5.0,2.0,0.0251,0.07222128,0.5528885,0.039930314,0.5,0.5,0.5,0.7,0.7777777777777777,0.0,0.625,0.375,0.5,0.25,1.0,0.25,,0.5,0.5,0.25,0.2,0.76,0.6,1,18
29196,12242,HU,Hungary,HU_12242,29.0,2.0,5.0,3.0,,2.0,5.0,2.0,0.0251,0.060230665,0.5528885,0.033300843,0.5,1.0,0.5,0.5,1.0,0.625,0.75,0.625,0.5,0.2833333333333333,1.0,0.25,1.0,0.5,0.5,,0.0,0.52,0.16,1,18
29200,12253,HU,Hungary,HU_12253,36.0,2.0,3.0,2.0,,2.0,5.0,2.0,0.0251,0.06330234,0.5528885,0.034999136,0.8,1.0,0.25,,0.8888888888888888,0.0,0.75,0.75,0.75,0.05000000000000001,0.75,0.5,0.5,0.6,0.0,0.5,0.5,0.5599999999999999,0.27999999999999997,1,18
29204,12260,HU,Hungary,HU_12260,49.0,2.0,3.0,2.0,9.0,2.0,5.0,2.0,0.0251,0.06330234,0.5528885,0.034999136,0.4,0.5,0.25,0.5,0.5555555555555555,0.0,0.875,0.875,0.75,0.0,0.75,0.5,0.5,0.5,0.0,1.0,0.3,0.4000000000000001,0.43999999999999995,0,19
29206,12265,HU,Hungary,HU_12265,79.0,1.0,2.0,1.0,8.0,1.0,5.0,2.0,0.0251,0.07171892,0.5528885,0.039652564,0.3,0.75,0.5,0.5,0.5555555555555555,0.375,0.5,0.75,0.75,0.3833333333333333,0.75,0.0,0.75,0.4,0.0,,0.2,0.64,0.72,1,18
29207,12267,HU,Hungary,HU_12267,47.0,1.0,2.0,1.0,7.0,1.0,5.0,1.0,0.0251,0.07222128,0.5528885,0.039930314,0.5,0.375,0.5,0.6,0.2222222222222222,0.25,0.5,0.375,0.75,0.15000000000000002,1.0,0.0,0.75,0.6,0.0,,0.0,0.68,0.43999999999999995,1,18
29208,12277,HU,Hungary,HU_12277,93.0,1.0,5.0,3.0,8.0,1.0,5.0,2.0,0.0251,0.067059554,0.5528885,0.03707646,1.0,0.125,0.25,0.1,0.4444444444444444,0.25,0.875,0.375,0.75,0.18333333333333335,1.0,0.75,0.5,0.8,0.0,0.0,0.4,0.7200000000000001,0.43999999999999995,0,19
29209,12278,HU,Hungary,HU_12278,47.0,2.0,5.0,3.0,5.0,2.0,5.0,2.0,0.0251,0.073901065,0.5528885,0.04085905,0.2,0.25,1.0,0.6,0.7777777777777777,0.625,0.625,0.625,,0.2333333333333333,0.5,0.0,0.5,0.6,0.5,0.5,0.5,0.7200000000000001,0.4,1,18
29211,12280,HU,Hungary,HU_12280,26.0,2.0,3.0,2.0,4.0,1.0,5.0,1.0,0.0251,0.079328574,0.5528885,0.043859858,1.0,0.625,0.25,0.7,0.7777777777777777,0.625,,,0.75,0.25000000000000006,0.75,0.0,0.25,0.8,0.5,0.25,0.3,0.8,0.31999999999999995,2,17
29212,12285,HU,Hungary,HU_12285,74.0,2.0,3.0,2.0,,1.0,5.0,2.0,0.0251,0.06913175,0.5528885,0.03822215,0.4,0.125,1.0,0.7,0.8888888888888888,0.375,0.75,0.5,0.75,0.15,1.0,0.0,0.5,0.8,0.5,0.5,0.3,0.9199999999999999,0.64,0,19
29216,12289,HU,Hungary,HU_12289,27.0,2.0,3.0,2.0,8.0,2.0,5.0,2.0,0.0251,0.079328574,0.5528885,0.043859858,,0.75,0.25,0.8,0.8888888888888888,0.5,0.5,0.875,0.5,0.2833333333333333,0.75,0.0,0.5,0.9,0.0,0.0,0.0,0.8400000000000001,0.31999999999999995,1,18
29217,12290,HU,Hungary,HU_12290,22.0,2.0,3.0,2.0,9.0,1.0,5.0,2.0,0.0251,0.079328574,0.5528885,0.043859858,,0.0,0.75,,0.8888888888888888,0.375,0.375,0.75,1.0,0.21666666666666665,1.0,0.25,0.5,0.6,0.5,0.25,0.8,0.6799999999999999,0.16,2,17
29218,12295,HU,Hungary,HU_12295,48.0,1.0,3.0,2.0,7.0,1.0,5.0,2.0,0.0251,0.060147945,0.5528885,0.033255108,,0.25,1.0,1.0,1.0,0.5,0.625,0.875,1.0,0.20000000000000004,1.0,0.0,0.25,0.7,0.5,0.0,,0.52,0.48,2,17
29219,12297,HU,Hungary,HU_12297,52.0,2.0,3.0,2.0,8.0,2.0,5.0,2.0,0.0251,0.06330234,0.5528885,0.034999136,0.0,0.25,0.75,0.6,0.6666666666666666,0.375,,0.5,0.75,0.2833333333333334,0.75,0.0,,0.7,0.5,0.25,0.3,0.8,0.36,2,17
29220,12298,HU,Hungary,HU_12298,62.0,1.0,3.0,2.0,6.0,1.0,5.0,2.0,0.0251,0.046503533,0.5528885,0.025711268,0.3,0.625,0.25,1.0,1.0,0.5,0.25,0.5,1.0,0.10000000000000002,0.75,0.25,,1.0,0.0,0.0,0.2,0.5600000000000002,0.6400000000000001,1,18
29221,12299,HU,Hungary,HU_12299,43.0,2.0,3.0,2.0,8.0,2.0,5.0,2.0,0.0251,0.06330234,0.5528885,0.034999136,0.9,0.125,0.5,0.4,1.0,0.125,0.75,0.75,1.0,0.20000000000000004,1.0,0.25,0.5,0.7,0.0,,0.3,0.72,0.36,1,18
29222,12301,HU,Hungary,HU_12301,36.0,2.0,5.0,3.0,7.0,2.0,5.0,2.0,0.0251,0.073901065,0.5528885,0.04085905,0.7,0.125,0.5,0.8,0.8888888888888888,0.375,0.5,1.0,,0.13333333333333333,1.0,0.25,0.0,0.8,0.0,,0.2,0.68,0.16,2,17
29223,12302,HU,Hungary,HU_12302,80.0,2.0,3.0,2.0,3.0,1.0,5.0,2.0,0.0251,0.06913175,0.5528885,0.03822215,0.0,0.125,0.25,0.4,0.6666666666666666,0.0,0.5,0.125,0.75,0.16666666666666666,1.0,0.0,0.5,0.7,0.0,1.0,0.5,0.72,0.27999999999999997,0,19
29224,12303,HU,Hungary,HU_12303,34.0,2.0,5.0,3.0,3.0,1.0,5.0,2.0,0.0251,0.060230665,0.5528885,0.033300843,0.9,0.75,0.5,0.5,0.2222222222222222,0.375,0.375,0.625,0.5,0.30000000000000004,0.75,0.5,0.5,0.5,0.5,0.25,0.2,0.6,0.2,0,19
29225,12304,HU,Hungary,HU_12304,76.0,2.0,2.0,1.0,4.0,2.0,5.0,2.0,0.0251,0.054842975,0.5528885,0.03032205,0.3,0.25,0.0,0.2,0.8888888888888888,0.125,0.375,0.75,1.0,0.3333333333333333,0.75,0.5,0.75,0.2,0.5,,0.8,0.76,0.52,1,18
29226,12306,HU,Hungary,HU_12306,63.0,2.0,4.0,2.0,3.0,1.0,5.0,2.0,0.0251,0.06913175,0.5528885,0.03822215,0.0,0.625,0.0,0.0,0.3333333333333333,0.625,0.875,0.375,0.75,0.19999999999999998,0.75,0.75,0.5,1.0,1.0,0.5,0.5,0.72,0.2,0,19
29227,12307,HU,Hungary,HU_12307,45.0,2.0,5.0,3.0,9.0,1.0,5.0,2.0,0.0251,0.073901065,0.5528885,0.04085905,0.3,1.0,1.0,0.5,0.3333333333333333,0.625,0.75,0.875,0.75,0.38333333333333336,0.75,0.0,0.25,0.7,0.5,0.5,0.0,0.72,0.44000000000000006,0,19
29228,12309,HU,Hungary,HU_12309,36.0,1.0,4.0,2.0,,1.0,5.0,2.0,0.0251,0.060147945,0.5528885,0.033255108,0.8,0.5,0.0,0.2,0.3333333333333333,0.0,0.25,0.375,0.5,0.08333333333333333,1.0,0.75,0.25,0.3,0.5,0.25,0.0,0.76,0.16,0,19
29229,12313,HU,Hungary,HU_12313,67.0,1.0,4.0,2.0,3.0,1.0,5.0,2.0,0.0251,0.046503533,0.5528885,0.025711268,0.5,0.875,0.5,0.1,0.5555555555555555,0.0,0.75,0.5,0.75,0.16666666666666666,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.8,0.24,0,19
29230,12314,HU,Hungary,HU_12314,72.0,1.0,5.0,3.0,,1.0,5.0,2.0,0.0251,0.067059554,0.5528885,0.03707646,0.1,0.0,0.75,,0.7777777777777777,0.125,0.75,0.5,1.0,0.3666666666666667,1.0,0.5,0.5,0.8,0.5,0.0,0.4,0.8,0.24000000000000005,1,18
29231,12318,HU,Hungary,HU_12318,56.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,0.0251,0.054842975,0.5528885,0.03032205,0.7,0.0,0.0,,0.3333333333333333,0.125,,0.75,1.0,0.0,1.0,0.5,0.25,0.5,0.0,0.75,0.4,0.72,0.4,2,17
29234,12328,HU,Hungary,HU_12328,61.0,1.0,3.0,2.0,3.0,1.0,5.0,2.0,0.0251,0.046503533,0.5528885,0.025711268,0.3,0.25,0.5,1.0,0.2222222222222222,0.0,0.25,,0.75,0.16666666666666666,1.0,0.0,0.5,0.2,0.0,0.5,0.0,0.76,0.4,1,18
29235,12331,HU,Hungary,HU_12331,23.0,2.0,3.0,2.0,,2.0,5.0,2.0,0.0251,0.079328574,0.5528885,0.043859858,,0.625,0.75,0.3,0.4444444444444444,0.5,0.5,0.625,0.25,0.26666666666666666,0.75,0.75,0.5,0.7,,0.25,0.2,0.68,0.32,2,17
29236,12332,HU,Hungary,HU_12332,44.0,2.0,2.0,1.0,3.0,1.0,5.0,1.0,0.0251,0.058158334,0.5528885,0.032155074,0.7,0.5,0.75,0.5,0.5555555555555555,0.125,0.625,0.25,0.75,0.25,1.0,0.0,0.25,0.3,0.5,1.0,0.0,0.7200000000000001,0.6799999999999999,0,19
29237,12333,HU,Hungary,HU_12333,57.0,2.0,5.0,3.0,4.0,2.0,5.0,2.0,0.0251,0.05846439,0.5528885,0.032324288,0.5,0.5,0.5,0.5,0.3333333333333333,0.25,0.625,0.25,0.75,0.19999999999999998,0.75,0.25,0.5,0.4,0.0,,0.2,0.56,0.44000000000000006,1,18
29239,12336,HU,Hungary,HU_12336,36.0,2.0,5.0,3.0,3.0,1.0,5.0,2.0,0.0251,0.073901065,0.5528885,0.04085905,0.6,0.375,0.5,0.7,0.3333333333333333,0.25,0.75,0.625,0.75,0.25,1.0,0.25,0.5,0.5,0.0,,0.0,0.6000000000000001,0.4000000000000001,1,18
29240,12340,HU,Hungary,HU_12340,42.0,1.0,4.0,2.0,,2.0,5.0,2.0,0.0251,0.060147945,0.5528885,0.033255108,0.5,0.625,0.5,1.0,,0.25,0.5,0.5,0.75,0.3333333333333333,0.75,0.5,0.75,0.7,0.5,0.5,0.4,0.6,0.43999999999999995,1,18
29241,12341,HU,Hungary,HU_12341,78.0,2.0,3.0,2.0,4.0,1.0,5.0,2.0,0.0251,0.06913175,0.5528885,0.03822215,0.5,0.5,1.0,0.4,1.0,0.25,,0.375,0.75,0.06666666666666667,1.0,,0.75,0.4,0.0,0.25,0.2,0.56,0.5599999999999999,2,17
29242,12342,HU,Hungary,HU_12342,49.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,0.0251,0.06330234,0.5528885,0.034999136,0.5,0.625,0.5,0.3,0.7777777777777777,0.25,0.5,0.625,0.5,0.18333333333333335,0.75,0.75,0.5,,0.5,0.25,0.0,0.72,0.4,1,18
29243,12343,HU,Hungary,HU_12343,64.0,2.0,5.0,3.0,9.0,2.0,5.0,2.0,0.0251,0.05846439,0.5528885,0.032324288,,0.5,1.0,0.5,0.4444444444444444,0.125,0.75,0.625,0.75,0.21666666666666665,1.0,0.25,1.0,0.8,0.5,0.25,0.0,0.72,0.5199999999999999,1,18
29244,12344,HU,Hungary,HU_12344,63.0,1.0,5.0,3.0,,1.0,5.0,2.0,0.0251,0.067059554,0.5528885,0.03707646,1.0,0.25,1.0,0.5,0.6666666666666666,0.0,0.375,0.625,0.75,0.21666666666666665,1.0,1.0,1.0,0.6,0.5,0.25,0.2,0.6,0.27999999999999997,0,19
29246,12351,HU,Hungary,HU_12351,22.0,2.0,2.0,1.0,,2.0,5.0,2.0,0.0251,0.056031086,0.5528885,0.030978944,,0.625,0.5,0.5,0.7777777777777777,0.125,0.5,0.75,1.0,0.21666666666666665,0.75,0.5,0.75,0.9,0.5,,0.0,0.52,0.48,2,17
29247,12352,HU,Hungary,HU_12352,27.0,1.0,5.0,3.0,,1.0,5.0,2.0,0.0251,0.09172638,0.5528885,0.05071446,0.7,0.375,0.25,0.9,0.7777777777777777,0.625,1.0,1.0,1.0,0.4000000000000001,0.25,0.25,0.5,1.0,0.5,,0.0,0.6,0.24,1,18
29248,12353,HU,Hungary,HU_12353,55.0,2.0,5.0,3.0,7.0,1.0,5.0,2.0,0.0251,0.05846439,0.5528885,0.032324288,0.3,0.75,0.75,0.2,0.6666666666666666,0.125,0.625,0.5,0.75,0.15,1.0,0.5,0.25,0.3,0.0,0.25,0.0,0.7200000000000001,0.2,0,19
29249,12354,HU,Hungary,HU_12354,43.0,2.0,3.0,2.0,,2.0,5.0,2.0,0.0251,0.06330234,0.5528885,0.034999136,0.5,0.375,1.0,0.4,1.0,0.0,0.75,0.5,0.75,0.3166666666666667,1.0,0.5,0.75,0.6,0.5,,0.0,0.8,0.6,1,18
29250,12356,HU,Hungary,HU_12356,24.0,1.0,3.0,2.0,1.0,2.0,5.0,2.0,0.0251,0.07962201,0.5528885,0.044022094,0.3,0.75,0.0,0.3,0.4444444444444444,0.0,0.625,0.25,0.75,0.05000000000000001,1.0,0.5,0.5,0.2,0.5,0.5,0.1,0.52,0.2,0,19
29251,12358,HU,Hungary,HU_12358,70.0,2.0,3.0,2.0,5.0,1.0,5.0,2.0,0.0251,0.06913175,0.5528885,0.03822215,0.7,0.375,0.0,0.1,0.7777777777777777,0.25,0.75,0.25,0.75,0.13333333333333333,1.0,0.5,0.25,0.7,0.0,0.5,0.0,0.96,0.12000000000000002,0,19
29254,12361,HU,Hungary,HU_12361,65.0,2.0,5.0,3.0,6.0,2.0,5.0,2.0,0.0251,0.05846439,0.5528885,0.032324288,,0.875,0.5,,0.5555555555555555,0.0,0.5,1.0,0.5,0.09999999999999999,1.0,0.5,0.0,0.4,0.0,0.0,0.3,0.8,0.4,2,17
29255,12362,HU,Hungary,HU_12362,84.0,2.0,5.0,3.0,5.0,1.0,5.0,2.0,0.0251,0.05846439,0.5528885,0.032324288,0.3,0.875,0.5,0.4,0.8888888888888888,0.0,,0.75,0.75,0.26666666666666666,1.0,0.75,1.0,0.6,0.0,0.0,0.0,0.8400000000000001,0.4800000000000001,1,18
29256,12363,HU,Hungary,HU_12363,88.0,1.0,5.0,3.0,6.0,2.0,5.0,2.0,0.0251,0.067059554,0.5528885,0.03707646,0.2,0.75,0.5,0.8,0.5555555555555555,0.125,0.625,0.625,0.5,0.2333333333333333,1.0,0.5,1.0,0.4,0.0,0.0,0.1,0.76,0.4,0,19
29257,12365,HU,Hungary,HU_12365,33.0,1.0,5.0,3.0,9.0,2.0,5.0,2.0,0.0251,0.09172638,0.5528885,0.05071446,0.5,0.75,0.5,0.8,0.3333333333333333,0.25,0.75,0.875,0.5,0.3333333333333333,1.0,0.5,1.0,0.6,0.0,0.25,0.1,0.52,0.16,0,19
29258,12366,HU,Hungary,HU_12366,34.0,2.0,5.0,3.0,10.0,1.0,5.0,2.0,0.0251,0.060230665,0.5528885,0.033300843,0.7,0.5,1.0,0.8,0.3333333333333333,0.25,0.625,0.625,0.5,0.2833333333333333,1.0,0.75,1.0,0.5,0.0,0.25,0.0,0.5199999999999999,0.32,0,19
29259,12367,HU,Hungary,HU_12367,26.0,1.0,3.0,2.0,7.0,2.0,5.0,2.0,0.0251,0.07962201,0.5528885,0.044022094,0.9,0.5,0.25,0.8,0.7777777777777777,0.125,0.375,0.375,0.5,0.18333333333333335,1.0,0.5,0.75,0.5,0.0,0.0,0.2,0.76,0.24000000000000005,0,19
29260,12368,HU,Hungary,HU_12368,76.0,2.0,3.0,2.0,3.0,1.0,5.0,2.0,0.0251,0.06913175,0.5528885,0.03822215,0.6,0.5,0.75,,0.3333333333333333,0.25,0.5,0.625,0.5,0.2833333333333333,1.0,0.5,0.75,0.5,0.0,0.25,0.0,0.76,0.7200000000000001,1,18
29262,12370,HU,Hungary,HU_12370,54.0,1.0,5.0,3.0,10.0,2.0,5.0,2.0,0.0251,0.059769288,0.5528885,0.033045754,0.2,1.0,0.25,0.2,0.2222222222222222,0.625,0.75,0.75,0.75,0.4166666666666667,1.0,0.75,0.75,0.6,0.5,0.0,0.0,0.52,0.12000000000000002,0,19
29263,12371,HU,Hungary,HU_12371,43.0,1.0,5.0,3.0,10.0,1.0,5.0,2.0,0.0251,0.059769288,0.5528885,0.033045754,0.7,0.5,1.0,0.8,0.4444444444444444,0.125,0.5,,0.0,0.21666666666666667,0.75,0.5,1.0,0.4,0.0,0.0,0.0,0.6799999999999999,0.44000000000000006,1,18
